user_id,date,session_type,lift,body_weight_lb,readiness,planned_deload,days_since_exposure,weight_lb,sets,reps,target_rpe,decision,reason_code,adjustment_kind,acceptable_min,acceptable_max,outcome,top_rpe,top_set_reps
U601,2025-10-22,FB_B,deadlift,172.6,ok,False,21.0,135.0,2,5,7.5,decrease_small,break_reset_10pct,break_reset,132.5,137.5,success,7.2,5
U601,2025-10-22,FB_B,ohp,172.6,ok,False,21.0,45.0,3,5,7.5,decrease_small,break_reset_10pct,break_reset,42.5,47.5,success,7.6,5
U601,2025-10-24,FB_A,bench,172.3,ok,False,4.0,75.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,72.5,77.5,success,7.8,5
U601,2025-10-24,FB_A,squat,172.3,ok,False,4.0,107.5,3,5,7.5,hold,hold_at_target_or_uncertain,hold,105.0,110.0,success,7.7,5
U601,2025-10-27,FB_A,bench,172.6,ok,False,3.0,75.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,72.5,77.5,success,8.2,5
U601,2025-10-27,FB_A,squat,172.6,ok,False,3.0,107.5,3,5,7.5,hold,hold_at_target_or_uncertain,hold,105.0,110.0,success,7.7,5
U601,2025-10-29,FB_B,deadlift,172.6,low,False,7.0,127.5,2,5,7.5,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,125.0,130.0,success,8.6,5
U601,2025-10-29,FB_B,ohp,172.6,low,False,7.0,45.0,3,5,7.5,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,42.5,47.5,success,8.5,5
U601,2025-10-31,FB_A,bench,173.1,low,False,4.0,70.0,3,5,7.5,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,67.5,72.5,success,8.5,5
U601,2025-10-31,FB_A,squat,173.1,low,False,4.0,102.5,3,5,7.5,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,100.0,105.0,success,8.4,5
U601,2025-11-03,FB_A,bench,173.3,ok,False,3.0,70.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,67.5,72.5,success,7.8,5
U601,2025-11-03,FB_A,squat,173.3,ok,False,3.0,102.5,3,5,7.5,hold,hold_at_target_or_uncertain,hold,100.0,105.0,success,7.6,5
U601,2025-11-05,FB_B,deadlift,172.1,ok,False,7.0,127.5,2,5,7.5,hold,hold_at_target_or_uncertain,hold,125.0,130.0,success,7.9,5
U601,2025-11-05,FB_B,ohp,172.1,ok,False,7.0,45.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,42.5,47.5,success,7.7,5
U601,2025-11-07,FB_A,bench,171.9,ok,False,4.0,70.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,67.5,72.5,success,7.7,5
U601,2025-11-07,FB_A,squat,171.9,ok,False,4.0,102.5,3,5,7.5,hold,hold_at_target_or_uncertain,hold,100.0,105.0,success,7.7,5
U601,2025-11-10,FB_A,bench,172.6,ok,False,3.0,70.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,67.5,72.5,success,7.7,5
U601,2025-11-10,FB_A,squat,172.6,ok,False,3.0,102.5,3,5,7.5,hold,hold_at_target_or_uncertain,hold,100.0,105.0,success,7.8,5
U601,2025-11-12,FB_B,deadlift,173.7,ok,False,7.0,127.5,2,5,7.5,hold,hold_at_target_or_uncertain,hold,125.0,130.0,success,7.9,5
U601,2025-11-12,FB_B,ohp,173.7,ok,False,7.0,45.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,42.5,47.5,success,7.9,5
U601,2025-11-14,FB_A,bench,172.8,low,False,4.0,67.5,3,5,7.5,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,65.0,70.0,success,8.1,5
U601,2025-11-14,FB_A,squat,172.8,low,False,4.0,97.5,3,5,7.5,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,95.0,100.0,success,8.9,5
U601,2025-11-17,FB_A,bench,173.8,ok,False,3.0,67.5,3,5,7.5,hold,hold_at_target_or_uncertain,hold,65.0,70.0,success,7.6,5
U601,2025-11-17,FB_A,squat,173.8,ok,False,3.0,97.5,3,5,7.5,hold,hold_at_target_or_uncertain,hold,95.0,100.0,success,7.4,5
U601,2025-11-19,FB_B,deadlift,172.7,ok,False,7.0,127.5,2,5,7.5,hold,hold_at_target_or_uncertain,hold,125.0,130.0,success,8.1,5
U601,2025-11-19,FB_B,ohp,172.7,ok,False,7.0,45.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,42.5,47.5,success,8.0,5
U601,2025-11-21,FB_A,bench,173.3,ok,False,4.0,67.5,3,5,7.5,hold,hold_at_target_or_uncertain,hold,65.0,70.0,success,8.3,5
U601,2025-11-21,FB_A,squat,173.3,ok,False,4.0,97.5,3,5,7.5,hold,hold_at_target_or_uncertain,hold,95.0,100.0,success,7.6,5
U601,2025-11-24,FB_A,bench,173.3,ok,False,3.0,67.5,3,5,7.5,hold,hold_at_target_or_uncertain,hold,65.0,70.0,success,7.7,5
U601,2025-11-24,FB_A,squat,173.3,ok,False,3.0,97.5,3,5,7.5,hold,hold_at_target_or_uncertain,hold,95.0,100.0,success,7.1,5
U601,2025-11-26,FB_B,deadlift,173.0,ok,False,7.0,127.5,2,5,7.5,hold,hold_at_target_or_uncertain,hold,125.0,130.0,success,7.2,5
U601,2025-11-26,FB_B,ohp,173.0,ok,False,7.0,45.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,42.5,47.5,success,8.1,5
U601,2025-11-28,FB_A,bench,174.2,ok,False,4.0,67.5,3,5,7.5,hold,hold_at_target_or_uncertain,hold,65.0,70.0,success,7.5,5
U601,2025-11-28,FB_A,squat,174.2,ok,False,4.0,97.5,3,5,7.5,hold,hold_at_target_or_uncertain,hold,95.0,100.0,success,8.0,5
U601,2025-12-01,FB_A,bench,173.4,ok,False,3.0,67.5,3,5,7.5,hold,hold_at_target_or_uncertain,hold,65.0,70.0,success,7.7,5
U601,2025-12-01,FB_A,squat,173.4,ok,False,3.0,97.5,3,5,7.5,hold,hold_at_target_or_uncertain,hold,95.0,100.0,success,7.5,5
U601,2025-12-03,FB_B,deadlift,173.7,ok,False,7.0,127.5,2,5,7.5,hold,hold_at_target_or_uncertain,hold,125.0,130.0,success,7.8,5
U601,2025-12-03,FB_B,ohp,173.7,ok,False,7.0,45.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,42.5,47.5,success,7.8,5
U601,2025-12-05,FB_A,bench,174.5,ok,False,4.0,67.5,3,5,7.5,hold,hold_at_target_or_uncertain,hold,65.0,70.0,success,7.4,5
U601,2025-12-05,FB_A,squat,174.5,ok,False,4.0,97.5,3,5,7.5,hold,hold_at_target_or_uncertain,hold,95.0,100.0,success,7.6,5
U602,2025-09-01,FB_A,bench,131.5,ok,False,,72.5,3,5,7.25,hold,cold_start_estimate,cold_start,71.25,73.75,success,7.6,5
U602,2025-09-01,FB_A,squat,131.5,ok,False,,105.0,3,5,7.25,hold,cold_start_estimate,cold_start,102.5,107.5,success,7.4,5
U602,2025-09-03,FB_B,deadlift,132.7,ok,False,,120.0,2,5,7.25,hold,cold_start_estimate,cold_start,117.5,122.5,success,7.3,5
U602,2025-09-03,FB_B,ohp,132.7,ok,False,,45.0,3,5,7.25,hold,cold_start_estimate,cold_start,43.75,46.25,success,7.6,5
U602,2025-09-05,FB_A,bench,132.1,ok,False,4.0,72.5,3,5,7.25,hold,hold_at_target_or_uncertain,hold,71.25,73.75,success,7.4,5
U602,2025-09-05,FB_A,squat,132.1,ok,False,4.0,105.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,102.5,107.5,success,7.2,5
U602,2025-09-08,FB_A,bench,132.7,ok,False,3.0,72.5,3,5,7.25,hold,hold_at_target_or_uncertain,hold,71.25,73.75,success,7.7,5
U602,2025-09-08,FB_A,squat,132.7,ok,False,3.0,105.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,102.5,107.5,success,7.2,5
U602,2025-09-10,FB_B,deadlift,131.5,low,False,7.0,113.75,2,5,7.25,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,111.25,116.25,success,7.9,5
U602,2025-09-10,FB_B,ohp,131.5,low,False,7.0,45.0,3,5,7.25,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,43.75,46.25,success,8.3,5
U602,2025-09-12,FB_A,bench,131.9,low,False,4.0,68.75,3,5,7.25,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,67.5,70.0,success,7.9,5
U602,2025-09-12,FB_A,squat,131.9,low,False,4.0,100.0,3,5,7.25,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,97.5,102.5,success,8.2,5
U602,2025-09-15,FB_A,bench,131.6,ok,False,3.0,68.75,3,5,7.25,hold,hold_at_target_or_uncertain,hold,67.5,70.0,success,7.4,5
U602,2025-09-15,FB_A,squat,131.6,ok,False,3.0,100.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,97.5,102.5,failure,7.6,3
U602,2025-09-17,FB_B,deadlift,132.5,good,False,7.0,113.75,2,5,7.25,hold,hold_at_target_or_uncertain,hold,111.25,116.25,success,7.1,5
U602,2025-09-17,FB_B,ohp,132.5,good,False,7.0,45.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,43.75,46.25,success,7.1,5
U602,2025-09-19,FB_A,bench,132.4,good,False,4.0,68.75,3,5,7.25,hold,hold_at_target_or_uncertain,hold,67.5,70.0,success,6.8,6
U602,2025-09-19,FB_A,squat,132.4,good,False,4.0,100.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,97.5,102.5,success,6.9,5
U602,2025-09-22,FB_A,bench,132.8,ok,False,3.0,71.25,3,5,7.25,increase,increase_after_exceeding_reps_target,exceeded_reps,70.0,72.5,success,7.2,5
U602,2025-09-22,FB_A,squat,132.8,ok,False,3.0,100.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,97.5,102.5,success,7.0,5
U602,2025-09-24,FB_B,deadlift,132.3,ok,False,7.0,113.75,2,5,7.25,hold,hold_at_target_or_uncertain,hold,111.25,116.25,success,8.0,5
U602,2025-09-24,FB_B,ohp,132.3,ok,False,7.0,45.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,43.75,46.25,success,7.3,5
U602,2025-09-26,FB_A,bench,132.3,ok,False,4.0,71.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,70.0,72.5,success,7.3,5
U602,2025-09-26,FB_A,squat,132.3,ok,False,4.0,100.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,97.5,102.5,success,7.6,5
U602,2025-09-29,FB_A,bench,133.0,ok,False,3.0,71.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,70.0,72.5,success,7.5,5
U602,2025-09-29,FB_A,squat,133.0,ok,False,3.0,100.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,97.5,102.5,success,7.5,5
U602,2025-10-01,FB_B,deadlift,133.0,good,False,7.0,113.75,2,5,7.25,hold,hold_at_target_or_uncertain,hold,111.25,116.25,success,7.0,6
U602,2025-10-01,FB_B,ohp,133.0,good,False,7.0,45.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,43.75,46.25,success,6.9,6
U602,2025-10-03,FB_A,bench,132.9,ok,False,4.0,71.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,70.0,72.5,success,7.4,5
U602,2025-10-03,FB_A,squat,132.9,ok,False,4.0,100.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,97.5,102.5,success,7.5,5
U602,2025-10-06,FB_A,bench,132.1,ok,False,3.0,71.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,70.0,72.5,success,7.2,5
U602,2025-10-06,FB_A,squat,132.1,ok,False,3.0,100.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,97.5,102.5,success,7.5,5
U602,2025-10-08,FB_B,deadlift,132.7,ok,False,7.0,121.25,2,5,7.25,increase,increase_after_exceeding_reps_target,exceeded_reps,118.75,123.75,success,7.7,5
U602,2025-10-08,FB_B,ohp,132.7,ok,False,7.0,46.25,3,5,7.25,increase,increase_after_exceeding_reps_target,exceeded_reps,45.0,47.5,success,7.5,5
U602,2025-10-10,FB_A,bench,132.1,good,False,4.0,71.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,70.0,72.5,success,7.1,5
U602,2025-10-10,FB_A,squat,132.1,good,False,4.0,100.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,97.5,102.5,success,7.2,5
U602,2025-10-13,FB_A,bench,132.9,ok,False,3.0,71.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,70.0,72.5,success,7.5,5
U602,2025-10-13,FB_A,squat,132.9,ok,False,3.0,100.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,97.5,102.5,success,7.4,5
U602,2025-10-15,FB_B,deadlift,132.4,ok,False,7.0,121.25,2,5,7.25,hold,hold_at_target_or_uncertain,hold,118.75,123.75,success,7.6,5
U602,2025-10-15,FB_B,ohp,132.4,ok,False,7.0,46.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,45.0,47.5,success,7.8,5
U602,2025-10-17,FB_A,bench,132.6,ok,False,4.0,71.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,70.0,72.5,success,7.2,5
U602,2025-10-17,FB_A,squat,132.6,ok,False,4.0,100.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,97.5,102.5,success,7.7,5
U602,2025-10-20,FB_A,bench,132.8,ok,False,3.0,71.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,70.0,72.5,success,7.7,5
U602,2025-10-20,FB_A,squat,132.8,ok,False,3.0,100.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,97.5,102.5,success,7.3,5
U602,2025-10-22,FB_B,deadlift,133.2,good,False,7.0,121.25,2,5,7.25,hold,hold_at_target_or_uncertain,hold,118.75,123.75,success,7.2,5
U602,2025-10-22,FB_B,ohp,133.2,good,False,7.0,46.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,45.0,47.5,success,7.0,5
U602,2025-10-24,FB_A,bench,133.4,ok,False,4.0,71.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,70.0,72.5,success,7.4,5
U602,2025-10-24,FB_A,squat,133.4,ok,False,4.0,100.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,97.5,102.5,success,7.4,5
U602,2025-10-27,FB_A,bench,133.5,ok,False,3.0,71.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,70.0,72.5,success,7.7,5
U602,2025-10-27,FB_A,squat,133.5,ok,False,3.0,100.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,97.5,102.5,success,7.7,5
U602,2025-10-29,FB_B,deadlift,133.0,low,False,7.0,115.0,2,5,7.25,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,112.5,117.5,success,8.5,5
U602,2025-10-29,FB_B,ohp,133.0,low,False,7.0,45.0,3,5,7.25,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,43.75,46.25,success,8.2,5
U602,2025-10-31,FB_A,bench,132.5,low,False,4.0,67.5,3,5,7.25,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,66.25,68.75,success,8.2,5
U602,2025-10-31,FB_A,squat,132.5,low,False,4.0,95.0,3,5,7.25,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,92.5,97.5,success,8.5,5
U602,2025-11-03,FB_A,bench,132.6,good,False,3.0,67.5,3,5,7.25,hold,hold_at_target_or_uncertain,hold,66.25,68.75,success,7.3,5
U602,2025-11-03,FB_A,squat,132.6,good,False,3.0,95.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,92.5,97.5,success,6.5,6
U602,2025-11-05,FB_B,deadlift,133.2,good,False,7.0,115.0,2,5,7.25,hold,hold_at_target_or_uncertain,hold,112.5,117.5,success,6.6,6
U602,2025-11-05,FB_B,ohp,133.2,good,False,7.0,45.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,43.75,46.25,success,7.0,5
U602,2025-11-07,FB_A,bench,132.8,ok,False,4.0,67.5,3,5,7.25,hold,hold_at_target_or_uncertain,hold,66.25,68.75,success,8.2,5
U602,2025-11-07,FB_A,squat,132.8,ok,False,4.0,101.25,3,5,7.25,increase,increase_after_exceeding_reps_target,exceeded_reps,98.75,103.75,success,7.3,5
U602,2025-11-10,FB_A,bench,133.4,ok,False,3.0,67.5,3,5,7.25,hold,hold_at_target_or_uncertain,hold,66.25,68.75,success,7.9,5
U602,2025-11-10,FB_A,squat,133.4,ok,False,3.0,101.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,98.75,103.75,success,7.6,5
U602,2025-11-12,FB_B,deadlift,132.9,ok,False,7.0,122.5,2,5,7.25,increase,increase_after_exceeding_reps_target,exceeded_reps,120.0,125.0,partial,7.1,4
U602,2025-11-12,FB_B,ohp,132.9,ok,False,7.0,45.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,43.75,46.25,success,7.2,5
U602,2025-11-14,FB_A,bench,132.3,ok,False,4.0,67.5,3,5,7.25,hold,hold_at_target_or_uncertain,hold,66.25,68.75,success,8.0,5
U602,2025-11-14,FB_A,squat,132.3,ok,False,4.0,101.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,98.75,103.75,success,7.5,5
U602,2025-11-17,FB_A,bench,133.5,good,False,3.0,61.25,2,5,7.25,deload,fatigue_deload_after_streak,fatigue_deload,60.0,62.5,success,7.2,5
U602,2025-11-17,FB_A,squat,133.5,good,False,3.0,101.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,98.75,103.75,success,7.2,5
U602,2025-11-19,FB_B,deadlift,132.6,ok,False,7.0,122.5,2,5,7.25,hold,hold_at_target_or_uncertain,hold,120.0,125.0,success,7.4,5
U602,2025-11-19,FB_B,ohp,132.6,ok,False,7.0,45.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,43.75,46.25,success,7.5,5
U602,2025-11-21,FB_A,bench,133.7,ok,False,4.0,61.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,60.0,62.5,success,7.5,5
U602,2025-11-21,FB_A,squat,133.7,ok,False,4.0,101.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,98.75,103.75,success,7.2,5
U602,2025-11-24,FB_A,bench,133.1,good,False,3.0,61.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,60.0,62.5,success,7.1,6
U602,2025-11-24,FB_A,squat,133.1,good,False,3.0,101.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,98.75,103.75,success,7.3,5
U602,2025-11-26,FB_B,deadlift,133.7,good,False,7.0,122.5,2,5,7.25,hold,hold_at_target_or_uncertain,hold,120.0,125.0,success,7.1,5
U602,2025-11-26,FB_B,ohp,133.7,good,False,7.0,45.0,3,5,7.25,hold,hold_at_target_or_uncertain,hold,43.75,46.25,success,6.8,6
U602,2025-11-28,FB_A,bench,133.7,ok,False,4.0,63.75,3,5,7.25,increase,increase_after_exceeding_reps_target,exceeded_reps,62.5,65.0,success,7.8,5
U602,2025-11-28,FB_A,squat,133.7,ok,False,4.0,101.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,98.75,103.75,success,7.3,5
U602,2025-12-01,FB_A,bench,133.1,ok,False,3.0,63.75,3,5,7.25,hold,hold_at_target_or_uncertain,hold,62.5,65.0,success,7.3,5
U602,2025-12-01,FB_A,squat,133.1,ok,False,3.0,101.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,98.75,103.75,success,7.5,5
U602,2025-12-03,FB_B,deadlift,133.3,good,False,7.0,122.5,2,5,7.25,hold,hold_at_target_or_uncertain,hold,120.0,125.0,success,7.3,5
U602,2025-12-03,FB_B,ohp,133.3,good,False,7.0,46.25,3,5,7.25,increase,increase_after_exceeding_reps_target,exceeded_reps,45.0,47.5,success,6.9,5
U602,2025-12-05,FB_A,bench,133.1,ok,False,4.0,63.75,3,5,7.25,hold,hold_at_target_or_uncertain,hold,62.5,65.0,success,7.0,5
U602,2025-12-05,FB_A,squat,133.1,ok,False,4.0,101.25,3,5,7.25,hold,hold_at_target_or_uncertain,hold,98.75,103.75,success,7.2,5
U603,2025-09-01,UpperA,bench,212.7,low,False,,177.5,4,6,8.0,decrease_small,e1rm_percent_table_and_readiness_cut,readiness_cut,175.0,180.0,success,9.4,6
U603,2025-09-02,LowerA,deadlift,212.0,low,False,,325.0,3,4,8.0,decrease_small,e1rm_percent_table_and_readiness_cut,readiness_cut,317.5,332.5,success,9.7,4
U603,2025-09-02,LowerA,squat,212.0,low,False,,262.5,4,6,8.0,decrease_small,e1rm_percent_table_and_readiness_cut,readiness_cut,257.5,267.5,success,8.8,6
U603,2025-09-04,UpperB,bench,211.3,low,False,3.0,165.0,3,8,8.0,decrease_small,single_grind_or_miss_2p5pct_and_readiness_cut,readiness_cut,162.5,167.5,success,8.4,8
U603,2025-09-04,UpperB,ohp,211.3,low,False,,120.0,4,6,8.0,decrease_small,e1rm_percent_table_and_readiness_cut,readiness_cut,117.5,122.5,success,8.9,6
U603,2025-09-05,LowerB,deadlift,212.3,low,False,3.0,302.5,3,3,8.0,decrease_small,single_grind_or_miss_2p5pct_and_readiness_cut,readiness_cut,297.5,307.5,success,9.1,3
U603,2025-09-05,LowerB,squat,212.3,low,False,3.0,242.5,3,5,8.0,decrease_small,single_grind_or_miss_2p5pct_and_readiness_cut,readiness_cut,237.5,247.5,success,9.2,5
U603,2025-09-08,UpperA,bench,211.8,low,False,4.0,157.5,4,6,8.0,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,155.0,160.0,success,8.8,6
U603,2025-09-09,LowerA,deadlift,212.3,low,False,4.0,280.0,3,4,8.0,decrease_small,single_grind_or_miss_2p5pct_and_readiness_cut,readiness_cut,275.0,285.0,success,9.0,4
U603,2025-09-09,LowerA,squat,212.3,low,False,4.0,225.0,4,6,8.0,decrease_small,single_grind_or_miss_2p5pct_and_readiness_cut,readiness_cut,220.0,230.0,partial,9.4,5
U603,2025-09-11,UpperB,bench,211.8,low,False,3.0,145.0,3,8,8.0,decrease_small,single_grind_or_miss_2p5pct_and_readiness_cut,readiness_cut,142.5,147.5,success,8.9,8
