user_id,date,session_type,lift,weight_lb,sets,reps,decision,reason_code,acceptable_min,acceptable_max,bw_lb,readiness,planned_deload,variation,substituted_to
U201,2025-09-24,FB_B,ohp,70.0,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,67.5,72.5,190.8,low,False,,
U201,2025-09-26,FB_A,bench,105.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,102.5,107.5,192.2,low,False,,
U201,2025-09-26,FB_A,squat,140.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,137.5,142.5,192.2,low,False,,
U201,2025-09-29,FB_A,bench,95.0,2,5,deload,deload_plateau_or_fatigue,92.5,97.5,192.0,ok,False,,
U201,2025-09-29,FB_A,squat,125.0,2,5,deload,deload_plateau_or_fatigue,122.5,127.5,192.0,ok,False,,
U201,2025-10-01,FB_B,deadlift,172.5,2,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,170.0,175.0,192.0,low,False,,
U201,2025-10-01,FB_B,ohp,65.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,62.5,67.5,192.0,low,False,,
U201,2025-10-03,FB_A,bench,95.0,3,5,hold,hold_at_target_rpe,92.5,97.5,191.6,good,False,,
U201,2025-10-03,FB_A,squat,125.0,3,5,hold,hold_at_target_rpe,122.5,127.5,191.6,good,False,,
U201,2025-10-06,FB_A,bench,100.0,3,5,decrease_small,percent_1rm_rpe_target_and_low_readiness,97.5,102.5,193.3,low,False,,
U201,2025-10-06,FB_A,squat,135.0,3,5,decrease_small,percent_1rm_rpe_target_and_low_readiness,132.5,137.5,193.3,low,False,,
U201,2025-10-08,FB_B,deadlift,165.0,2,5,decrease_small,hold_at_target_rpe_and_low_readiness,162.5,167.5,192.7,low,False,,
U201,2025-10-08,FB_B,ohp,62.5,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,60.0,65.0,192.7,low,False,,
U201,2025-10-10,FB_A,bench,97.5,3,5,decrease_small,decrease_small_after_grind_or_miss,95.0,100.0,192.0,ok,False,,
U201,2025-10-10,FB_A,squat,132.5,3,5,decrease_small,decrease_small_after_grind_or_miss,130.0,135.0,192.0,ok,False,,
U201,2025-10-13,FB_A,bench,92.5,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,90.0,95.0,193.1,low,False,,
U201,2025-10-13,FB_A,squat,125.0,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,122.5,127.5,193.1,low,False,,
U201,2025-10-17,FB_A,bench,90.0,3,5,decrease_small,decrease_small_after_grind_or_miss,87.5,92.5,193.3,ok,False,,
U201,2025-10-17,FB_A,squat,122.5,3,5,decrease_small,decrease_small_after_grind_or_miss,120.0,125.0,193.3,ok,False,,
U201,2025-10-20,FB_A,bench,85.0,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,82.5,87.5,192.9,low,False,,
U201,2025-10-20,FB_A,squat,117.5,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,115.0,120.0,192.9,low,False,,
U201,2025-10-22,FB_B,deadlift,147.5,1,5,deload,deload_plateau_or_fatigue,145.0,150.0,193.9,good,False,,
U201,2025-10-22,FB_B,ohp,62.5,3,5,hold,hold_at_target_rpe,60.0,65.0,193.9,good,False,,
U201,2025-10-24,FB_A,bench,85.0,3,5,hold,hold_at_target_rpe,82.5,87.5,194.1,ok,False,,
U201,2025-10-24,FB_A,squat,105.0,2,5,deload,deload_plateau_or_fatigue,102.5,107.5,194.1,ok,False,,
U201,2025-10-27,FB_A,bench,85.0,3,5,hold,hold_at_target_rpe,82.5,87.5,193.3,good,False,,
U201,2025-10-27,FB_A,squat,105.0,3,5,hold,hold_at_target_rpe,102.5,107.5,193.3,good,False,,
U201,2025-10-29,FB_B,deadlift,147.5,2,5,hold,hold_at_target_rpe,145.0,150.0,194.5,good,False,,
U201,2025-10-29,FB_B,ohp,65.0,3,5,prescribe,percent_1rm_rpe_target,62.5,67.5,194.5,good,False,,
U201,2025-10-31,FB_A,bench,85.0,3,5,hold,hold_at_target_rpe,82.5,87.5,194.0,ok,False,,
U201,2025-10-31,FB_A,squat,105.0,3,5,hold,hold_at_target_rpe,102.5,107.5,194.0,ok,False,,
U201,2025-11-03,FB_A,bench,80.0,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,77.5,82.5,195.1,low,False,,
U201,2025-11-03,FB_A,squat,100.0,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,97.5,102.5,195.1,low,False,,
U201,2025-11-05,FB_B,deadlift,147.5,2,5,hold,hold_at_target_rpe,145.0,150.0,195.1,ok,False,,
U201,2025-11-05,FB_B,ohp,57.5,2,5,deload,deload_plateau_or_fatigue,55.0,60.0,195.1,ok,False,,
U201,2025-11-07,FB_A,bench,72.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,70.0,75.0,194.5,low,False,,
U201,2025-11-07,FB_A,squat,92.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,90.0,95.0,194.5,low,False,,
U201,2025-11-10,FB_A,bench,65.0,2,5,deload,deload_plateau_or_fatigue,62.5,67.5,194.8,ok,False,,
U201,2025-11-10,FB_A,squat,90.0,3,5,decrease_small,decrease_small_after_grind_or_miss,87.5,92.5,194.8,ok,False,,
U201,2025-11-12,FB_B,deadlift,132.5,1,5,deload,deload_plateau_or_fatigue,130.0,135.0,195.5,good,False,,
U201,2025-11-12,FB_B,ohp,57.5,3,5,hold,hold_at_target_rpe,55.0,60.0,195.5,good,False,,
U201,2025-11-14,FB_A,bench,62.5,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,60.0,65.0,194.3,low,False,,
U201,2025-11-14,FB_A,squat,85.0,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,82.5,87.5,194.3,low,False,,
U201,2025-11-17,FB_A,bench,57.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,55.0,60.0,195.4,low,False,,
U201,2025-11-17,FB_A,squat,77.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,75.0,80.0,195.4,low,False,,
U201,2025-11-19,FB_B,deadlift,132.5,2,5,hold,hold_at_target_rpe,130.0,135.0,195.5,ok,False,,
U201,2025-11-19,FB_B,ohp,60.0,3,5,increase,increase_after_exceeding_reps_target,57.5,62.5,195.5,ok,False,,
U201,2025-11-21,FB_A,bench,52.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,50.0,55.0,195.9,low,False,,
U201,2025-11-21,FB_A,squat,70.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,67.5,72.5,195.9,low,False,,
U201,2025-11-24,FB_A,bench,47.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,45.0,50.0,196.4,low,False,,
U201,2025-11-24,FB_A,squat,62.5,2,5,deload,deload_plateau_or_fatigue,60.0,65.0,196.4,low,False,,
U201,2025-11-26,FB_B,deadlift,132.5,2,5,hold,hold_at_target_rpe,130.0,135.0,195.2,ok,False,,
U201,2025-11-26,FB_B,ohp,60.0,3,5,hold,hold_at_target_rpe,57.5,62.5,195.2,ok,False,,
U201,2025-11-28,FB_A,bench,42.5,2,5,deload,deload_plateau_or_fatigue,40.0,45.0,196.4,ok,False,,
U201,2025-11-28,FB_A,squat,62.5,3,5,hold,hold_at_target_rpe,60.0,65.0,196.4,ok,False,,
U201,2025-12-01,FB_A,bench,40.0,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,37.5,42.5,196.5,low,False,,
U201,2025-12-01,FB_A,squat,60.0,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,57.5,62.5,196.5,low,False,,
U201,2025-12-03,FB_B,deadlift,132.5,2,5,hold,hold_at_target_rpe,130.0,135.0,196.2,ok,False,,
U201,2025-12-03,FB_B,ohp,55.0,2,5,deload,deload_plateau_or_fatigue,52.5,57.5,196.2,ok,False,,
U201,2025-12-05,FB_A,bench,40.0,3,5,decrease_small,decrease_small_after_grind_or_miss,37.5,42.5,197.1,ok,False,,
U201,2025-12-05,FB_A,squat,57.5,3,5,decrease_small,decrease_small_after_grind_or_miss,55.0,60.0,197.1,ok,False,,
U201,2025-12-08,FB_A,bench,40.0,3,5,hold,hold_at_target_rpe,37.5,42.5,197.7,ok,False,,
U201,2025-12-08,FB_A,squat,55.0,3,5,decrease_small,decrease_small_after_grind_or_miss,52.5,57.5,197.7,ok,False,,
U201,2025-12-10,FB_B,deadlift,125.0,2,5,decrease_small,hold_at_target_rpe_and_low_readiness,122.5,127.5,197.0,low,False,,
U201,2025-12-10,FB_B,ohp,52.5,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,50.0,55.0,197.0,low,False,,
U201,2025-12-12,FB_A,bench,37.5,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,35.0,40.0,197.5,low,False,,
U201,2025-12-12,FB_A,squat,52.5,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,50.0,55.0,197.5,low,False,,
U201,2025-12-15,FB_A,bench,35.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,32.5,37.5,196.8,low,False,,
U201,2025-12-15,FB_A,squat,47.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,45.0,50.0,196.8,low,False,,
U201,2025-12-17,FB_B,deadlift,117.5,2,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,115.0,120.0,198.2,low,False,,
U201,2025-12-17,FB_B,ohp,47.5,2,5,deload,deload_plateau_or_fatigue,45.0,50.0,198.2,low,False,,
U201,2025-12-19,FB_A,bench,32.5,2,5,deload,deload_plateau_or_fatigue,30.0,35.0,197.2,low,False,,
U201,2025-12-19,FB_A,squat,45.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,42.5,47.5,197.2,low,False,,
U202,2025-09-01,FB_A,bench,138.75,3,5,decrease_small,percent_1rm_rpe_target_and_low_readiness,136.25,141.25,114.5,low,False,,
U202,2025-09-01,FB_A,squat,188.75,3,5,decrease_small,percent_1rm_rpe_target_and_low_readiness,185.0,192.5,114.5,low,False,,
U202,2025-09-03,FB_B,deadlift,231.25,2,5,decrease_small,percent_1rm_rpe_target_and_low_readiness,226.25,236.25,115.6,low,False,,
U202,2025-09-03,FB_B,ohp,83.75,3,5,decrease_small,percent_1rm_rpe_target_and_low_readiness,82.5,85.0,115.6,low,False,,
U202,2025-09-05,FB_A,bench,128.75,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,126.25,131.25,114.6,low,False,,
U202,2025-09-05,FB_A,squat,170.0,2,5,deload,deload_plateau_or_fatigue,166.25,173.75,114.6,low,False,,
U202,2025-09-08,FB_A,bench,125.0,3,5,decrease_small,decrease_small_after_grind_or_miss,122.5,127.5,114.9,ok,False,,
U202,2025-09-08,FB_A,squat,166.25,3,5,decrease_small,decrease_small_after_grind_or_miss,162.5,170.0,114.9,ok,False,,
U202,2025-09-10,FB_B,deadlift,213.75,2,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,210.0,217.5,115.5,low,False,,
U202,2025-09-10,FB_B,ohp,77.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,76.25,78.75,115.5,low,False,,
U202,2025-09-12,FB_A,bench,112.5,2,5,deload,deload_plateau_or_fatigue,110.0,115.0,114.5,ok,False,,
U202,2025-09-12,FB_A,squat,166.25,3,5,hold,hold_at_target_rpe,162.5,170.0,114.5,ok,False,,
U202,2025-09-15,FB_A,bench,112.5,3,5,hold,hold_at_target_rpe,110.0,115.0,115.7,good,False,,
U202,2025-09-15,FB_A,squat,166.25,3,5,hold,hold_at_target_rpe,162.5,170.0,115.7,good,False,,
U202,2025-09-17,FB_B,deadlift,198.75,2,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,195.0,202.5,115.2,low,False,,
U202,2025-09-17,FB_B,ohp,71.25,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,70.0,72.5,115.2,low,False,,
U202,2025-09-19,FB_A,bench,112.5,3,5,hold,hold_at_target_rpe,110.0,115.0,115.6,ok,False,,
U202,2025-09-19,FB_A,squat,166.25,3,5,hold,hold_at_target_rpe,162.5,170.0,115.6,ok,False,,
U202,2025-09-22,FB_A,bench,112.5,3,5,hold,hold_at_target_rpe,110.0,115.0,116.0,good,False,,
U202,2025-09-22,FB_A,squat,166.25,3,5,hold,hold_at_target_rpe,162.5,170.0,116.0,good,False,,
U202,2025-09-24,FB_B,deadlift,178.75,1,5,deload,deload_plateau_or_fatigue,175.0,182.5,114.8,ok,False,,
U202,2025-09-24,FB_B,ohp,63.75,2,5,deload,deload_plateau_or_fatigue,62.5,65.0,114.8,ok,False,,
U202,2025-09-26,FB_A,bench,108.75,3,5,decrease_small,increase_after_exceeding_reps_target_and_low_readiness,106.25,111.25,115.9,low,False,,
U202,2025-09-26,FB_A,squat,163.75,3,5,decrease_small,increase_after_exceeding_reps_target_and_low_readiness,160.0,167.5,115.9,low,False,,
U202,2025-09-29,FB_A,bench,106.25,3,5,decrease_small,decrease_small_after_grind_or_miss,103.75,108.75,115.6,good,False,,
U202,2025-09-29,FB_A,squat,160.0,3,5,decrease_small,decrease_small_after_grind_or_miss,156.25,163.75,115.6,good,False,,
U202,2025-10-01,FB_B,deadlift,170.0,2,5,decrease_small,hold_at_target_rpe_and_low_readiness,166.25,173.75,115.8,low,False,,
U202,2025-10-01,FB_B,ohp,60.0,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,58.75,61.25,115.8,low,False,,
U202,2025-10-03,FB_A,bench,108.75,3,5,increase,increase_after_exceeding_reps_target,106.25,111.25,116.1,ok,False,,
U202,2025-10-03,FB_A,squat,160.0,3,5,hold,hold_at_target_rpe,156.25,163.75,116.1,ok,False,,
U202,2025-10-06,FB_A,bench,108.75,3,5,hold,hold_at_target_rpe,106.25,111.25,115.2,good,False,,
U202,2025-10-06,FB_A,squat,156.25,3,5,decrease_small,decrease_small_after_grind_or_miss,153.75,158.75,115.2,good,False,,
U202,2025-10-08,FB_B,deadlift,166.25,2,5,decrease_small,decrease_small_after_grind_or_miss,162.5,170.0,116.1,good,False,,
U202,2025-10-08,FB_B,ohp,58.75,3,5,decrease_small,decrease_small_after_grind_or_miss,57.5,60.0,116.1,good,False,,
U202,2025-10-10,FB_A,bench,108.75,3,5,hold,hold_at_target_rpe,106.25,111.25,114.9,good,False,,
U202,2025-10-10,FB_A,squat,156.25,3,5,hold,hold_at_target_rpe,153.75,158.75,114.9,good,False,,
U202,2025-10-13,FB_A,bench,108.75,3,5,hold,hold_at_target_rpe,106.25,111.25,115.4,ok,False,,
U202,2025-10-13,FB_A,squat,156.25,3,5,hold,hold_at_target_rpe,153.75,158.75,115.4,ok,False,,
U202,2025-10-15,FB_B,deadlift,166.25,2,5,hold,hold_at_target_rpe,162.5,170.0,115.2,good,False,,
U202,2025-10-15,FB_B,ohp,58.75,3,5,hold,hold_at_target_rpe,57.5,60.0,115.2,good,False,,
U202,2025-10-17,FB_A,bench,97.5,2,5,deload,deload_plateau_or_fatigue,95.0,100.0,115.1,good,False,,
U202,2025-10-17,FB_A,squat,156.25,3,5,hold,hold_at_target_rpe,153.75,158.75,115.1,good,False,,
U202,2025-10-20,FB_A,bench,87.5,2,5,deload,deload_planned,86.25,88.75,115.8,ok,True,,
U202,2025-10-20,FB_A,squat,140.0,2,5,deload,deload_planned,137.5,142.5,115.8,ok,True,,
U202,2025-10-22,FB_B,deadlift,150.0,1,5,deload,deload_planned,147.5,152.5,115.4,ok,True,,
U202,2025-10-22,FB_B,ohp,52.5,2,5,deload,deload_planned,51.25,53.75,115.4,ok,True,,
U202,2025-10-24,FB_A,bench,78.75,2,5,deload,deload_planned,77.5,80.0,115.6,good,True,,
U202,2025-10-24,FB_A,squat,126.25,2,5,deload,deload_planned,123.75,128.75,115.6,good,True,,
U202,2025-10-27,FB_A,bench,78.75,3,5,hold,hold_at_target_rpe,77.5,80.0,115.8,ok,False,,
U202,2025-10-27,FB_A,squat,131.25,3,5,increase,increase_after_exceeding_reps_target,128.75,133.75,115.8,ok,False,,
U202,2025-10-29,FB_B,deadlift,150.0,2,5,hold,hold_at_target_rpe,147.5,152.5,115.8,good,False,,
U202,2025-10-29,FB_B,ohp,47.5,2,5,deload,deload_plateau_or_fatigue,46.25,48.75,115.8,good,False,,
U202,2025-10-31,FB_A,bench,76.25,3,5,decrease_small,decrease_small_after_grind_or_miss,75.0,77.5,115.3,ok,False,,
U202,2025-10-31,FB_A,squat,131.25,3,5,hold,hold_at_target_rpe,128.75,133.75,115.3,ok,False,,
U202,2025-11-03,FB_A,bench,76.25,3,5,hold,hold_at_target_rpe,75.0,77.5,116.4,good,False,,
U202,2025-11-03,FB_A,squat,131.25,3,5,hold,hold_at_target_rpe,128.75,133.75,116.4,good,False,,
U202,2025-11-05,FB_B,deadlift,150.0,2,5,hold,hold_at_target_rpe,147.5,152.5,116.1,good,False,,
U202,2025-11-05,FB_B,ohp,47.5,3,5,hold,hold_at_target_rpe,46.25,48.75,116.1,good,False,,
U202,2025-11-07,FB_A,bench,78.75,3,5,increase,increase_after_exceeding_reps_target,77.5,80.0,116.1,good,False,,
U202,2025-11-07,FB_A,squat,131.25,3,5,hold,hold_at_target_rpe,128.75,133.75,116.1,good,False,,
U202,2025-11-10,FB_A,bench,78.75,3,5,hold,hold_at_target_rpe,77.5,80.0,116.5,ok,False,,
U202,2025-11-10,FB_A,squat,132.5,3,5,prescribe,percent_1rm_rpe_target,130.0,135.0,116.5,ok,False,,
U202,2025-11-12,FB_B,deadlift,142.5,2,5,decrease_small,hold_at_target_rpe_and_low_readiness,140.0,145.0,116.6,low,False,,
U202,2025-11-12,FB_B,ohp,46.25,3,5,decrease_small,increase_after_exceeding_reps_target_and_low_readiness,45.0,47.5,116.6,low,False,,
U202,2025-11-14,FB_A,bench,78.75,3,5,hold,hold_at_target_rpe,77.5,80.0,116.2,ok,False,,
U202,2025-11-14,FB_A,squat,132.5,3,5,hold,hold_at_target_rpe,130.0,135.0,116.2,ok,False,,
U202,2025-11-17,FB_A,bench,78.75,3,5,hold,hold_at_target_rpe,77.5,80.0,116.7,ok,False,,
U202,2025-11-17,FB_A,squat,132.5,3,5,hold,hold_at_target_rpe,130.0,135.0,116.7,ok,False,,
U202,2025-11-19,FB_B,deadlift,138.75,2,5,decrease_small,decrease_small_after_grind_or_miss,136.25,141.25,115.7,good,False,,
U202,2025-11-19,FB_B,ohp,41.25,2,5,deload,deload_plateau_or_fatigue,40.0,42.5,115.7,good,False,,
U202,2025-11-21,FB_A,bench,78.75,3,5,hold,hold_at_target_rpe,77.5,80.0,116.0,ok,False,,
U202,2025-11-21,FB_A,squat,132.5,3,5,hold,hold_at_target_rpe,130.0,135.0,116.0,ok,False,,
U202,2025-11-24,FB_A,bench,75.0,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,73.75,76.25,116.1,low,False,,
U202,2025-11-24,FB_A,squat,126.25,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,123.75,128.75,116.1,low,False,,
U202,2025-11-26,FB_B,deadlift,152.5,2,5,prescribe,percent_1rm_rpe_target,150.0,155.0,116.7,ok,False,,
U202,2025-11-26,FB_B,ohp,41.25,3,5,hold,hold_at_target_rpe,40.0,42.5,116.7,ok,False,,
U202,2025-11-28,FB_A,bench,72.5,3,5,decrease_small,decrease_small_after_grind_or_miss,71.25,73.75,115.4,ok,False,,
U202,2025-11-28,FB_A,squat,122.5,3,5,decrease_small,decrease_small_after_grind_or_miss,120.0,125.0,115.4,ok,False,,
U202,2025-12-01,FB_A,bench,72.5,3,5,hold,hold_at_target_rpe,71.25,73.75,116.5,ok,False,,
U202,2025-12-01,FB_A,squat,122.5,3,5,hold,hold_at_target_rpe,120.0,125.0,116.5,ok,False,,
U202,2025-12-03,FB_B,deadlift,145.0,2,5,decrease_small,hold_at_target_rpe_and_low_readiness,142.5,147.5,116.2,low,False,,
U202,2025-12-03,FB_B,ohp,38.75,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,37.5,40.0,116.2,low,False,,
U202,2025-12-05,FB_A,bench,68.75,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,67.5,70.0,116.5,low,False,,
U202,2025-12-05,FB_A,squat,116.25,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,113.75,118.75,116.5,low,False,,
U202,2025-12-08,FB_A,bench,67.5,3,5,decrease_small,decrease_small_after_grind_or_miss,66.25,68.75,116.9,good,False,,
U202,2025-12-08,FB_A,squat,113.75,3,5,decrease_small,decrease_small_after_grind_or_miss,111.25,116.25,116.9,good,False,,
U202,2025-12-10,FB_B,deadlift,141.25,2,5,decrease_small,decrease_small_after_grind_or_miss,138.75,143.75,115.6,good,False,,
U202,2025-12-10,FB_B,ohp,37.5,3,5,decrease_small,decrease_small_after_grind_or_miss,36.25,38.75,115.6,good,False,,
U202,2025-12-12,FB_A,bench,67.5,3,5,hold,hold_at_target_rpe,66.25,68.75,115.9,ok,False,,
U202,2025-12-12,FB_A,squat,113.75,3,5,hold,hold_at_target_rpe,111.25,116.25,115.9,ok,False,,
U202,2025-12-15,FB_A,bench,67.5,3,5,hold,hold_at_target_rpe,66.25,68.75,116.6,ok,False,,
U202,2025-12-15,FB_A,squat,113.75,3,5,hold,hold_at_target_rpe,111.25,116.25,116.6,ok,False,,
U202,2025-12-17,FB_B,deadlift,147.5,2,5,increase,increase_after_exceeding_reps_target,145.0,150.0,116.9,ok,False,,
U202,2025-12-17,FB_B,ohp,37.5,3,5,hold,hold_at_target_rpe,36.25,38.75,116.9,ok,False,,
U202,2025-12-19,FB_A,bench,67.5,3,5,hold,hold_at_target_rpe,66.25,68.75,115.8,ok,False,,
U202,2025-12-19,FB_A,squat,113.75,3,5,hold,hold_at_target_rpe,111.25,116.25,115.8,ok,False,,
U203,2025-09-01,UpperA,bench,153.75,4,6,decrease_small,percent_1rm_rpe_target_and_low_readiness,151.25,156.25,204.4,low,False,,
U203,2025-09-02,LowerA,squat,236.25,4,6,decrease_small,percent_1rm_rpe_target_and_low_readiness,231.25,241.25,204.8,low,False,,
U203,2025-09-04,UpperB,ohp,101.25,4,6,decrease_small,percent_1rm_rpe_target_and_low_readiness,98.75,103.75,204.4,low,False,,
U203,2025-09-05,LowerB,deadlift,288.75,4,4,decrease_small,percent_1rm_rpe_target_and_low_readiness,282.5,295.0,204.8,low,False,,
U203,2025-09-08,UpperA,bench,142.5,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,140.0,145.0,204.6,low,False,,
U203,2025-09-09,LowerA,squat,212.5,2,6,deload,deload_plateau_or_fatigue,208.75,216.25,204.3,low,False,,
U203,2025-09-11,UpperB,ohp,93.75,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,91.25,96.25,204.2,low,False,,
U203,2025-09-12,LowerB,deadlift,267.5,4,4,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,262.5,272.5,204.8,low,False,,
U203,2025-09-15,UpperA,bench,131.25,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,128.75,133.75,204.1,low,False,,
U203,2025-09-16,LowerA,squat,197.5,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,193.75,201.25,203.8,low,False,,
U203,2025-09-18,UpperB,ohp,86.25,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,85.0,87.5,204.4,low,False,,
U203,2025-09-19,LowerB,deadlift,248.75,4,4,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,243.75,253.75,204.6,low,False,,
U203,2025-09-22,UpperA,bench,117.5,2,6,deload,deload_plateau_or_fatigue,115.0,120.0,203.2,low,False,,
U203,2025-09-23,LowerA,squat,182.5,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,178.75,186.25,204.6,low,False,,
U203,2025-09-25,UpperB,ohp,77.5,2,6,deload,deload_plateau_or_fatigue,76.25,78.75,203.9,low,False,,
U203,2025-09-26,LowerB,deadlift,236.25,4,4,decrease_small,hold_at_target_rpe_and_low_readiness,231.25,241.25,203.8,low,False,,
U203,2025-09-29,UpperA,bench,108.75,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,106.25,111.25,203.5,low,False,,
U203,2025-09-30,LowerA,squat,163.75,2,6,deload,deload_plateau_or_fatigue,160.0,167.5,203.0,low,False,,
U203,2025-10-02,UpperB,ohp,70.0,2,6,deload,deload_plateau_or_fatigue,68.75,71.25,203.9,low,False,,
U203,2025-10-03,LowerB,deadlift,218.75,4,4,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,213.75,223.75,202.8,low,False,,
U203,2025-10-06,UpperA,bench,97.5,2,6,deload,deload_planned,95.0,100.0,203.0,low,True,,
U203,2025-10-07,LowerA,squat,147.5,2,6,deload,deload_planned,145.0,150.0,203.0,low,True,,
