user_id,date,session_type,lift,performed_exercise,weight_lb,sets,reps,decision,reason_code,acceptable_min,acceptable_max,bw_lb,readiness,planned_deload,variation,substituted_to,state_bucket
U301,2025-11-21,FB_A,squat,squat,102.5,2,5,deload,deload_plateau_or_fatigue,100.0,105.0,178.5,low,False,,,lift:squat
U301,2025-11-24,FB_A,bench,bench,85.0,3,5,decrease_small,percent_1rm_rpe_target_and_low_readiness,82.5,87.5,178.1,low,False,,,lift:bench
U301,2025-11-24,FB_A,squat,squat,110.0,3,5,decrease_small,percent_1rm_rpe_target_and_low_readiness,107.5,112.5,178.1,low,False,,,lift:squat
U301,2025-11-26,FB_B,deadlift,deadlift,157.5,2,5,decrease_small,hold_at_target_rpe_and_low_readiness,155.0,160.0,178.3,low,False,,,lift:deadlift
U301,2025-11-26,FB_B,ohp,ohp,65.0,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,62.5,67.5,178.3,low,False,,,lift:ohp
U301,2025-11-28,FB_A,bench,bench,87.5,3,5,prescribe,percent_1rm_rpe_target,85.0,90.0,179.4,ok,False,,,lift:bench
U301,2025-11-28,FB_A,squat,squat,110.0,3,5,hold,hold_at_target_rpe,107.5,112.5,179.4,ok,False,,,lift:squat
U301,2025-12-01,FB_A,bench,bench,87.5,3,5,hold,hold_at_target_rpe,85.0,90.0,179.9,ok,False,,,lift:bench
U301,2025-12-01,FB_A,squat,squat,110.0,3,5,hold,hold_at_target_rpe,107.5,112.5,179.9,ok,False,,,lift:squat
U301,2025-12-03,FB_B,deadlift,deadlift,157.5,2,5,hold,hold_at_target_rpe,155.0,160.0,179.0,ok,False,,,lift:deadlift
U301,2025-12-03,FB_B,ohp,ohp,65.0,3,5,prescribe,percent_1rm_rpe_target,62.5,67.5,179.0,ok,False,,,lift:ohp
U301,2025-12-05,FB_A,bench,bench,82.5,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,80.0,85.0,179.1,low,False,,,lift:bench
U301,2025-12-05,FB_A,squat,squat,105.0,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,102.5,107.5,179.1,low,False,,,lift:squat
U301,2025-12-08,FB_A,bench,bench,85.0,3,5,prescribe,percent_1rm_rpe_target,82.5,87.5,179.1,good,False,,,lift:bench
U301,2025-12-08,FB_A,squat,squat,107.5,3,5,prescribe,percent_1rm_rpe_target,105.0,110.0,179.1,good,False,,,lift:squat
U301,2025-12-10,FB_B,deadlift,deadlift,150.0,2,5,decrease_small,hold_at_target_rpe_and_low_readiness,147.5,152.5,179.5,low,False,,,lift:deadlift
U301,2025-12-10,FB_B,ohp,ohp,62.5,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,60.0,65.0,179.5,low,False,,,lift:ohp
U301,2025-12-12,FB_A,bench,bench,80.0,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,77.5,82.5,179.4,low,False,,,lift:bench
U301,2025-12-12,FB_A,squat,squat,102.5,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,100.0,105.0,179.4,low,False,,,lift:squat
U301,2025-12-15,FB_A,bench,bench,82.5,3,5,prescribe,percent_1rm_rpe_target,80.0,85.0,180.6,good,False,,,lift:bench
U301,2025-12-15,FB_A,squat,squat,102.5,3,5,prescribe,percent_1rm_rpe_target,100.0,105.0,180.6,good,False,,,lift:squat
U301,2025-12-17,FB_B,deadlift,deadlift,155.0,2,5,prescribe,percent_1rm_rpe_target,152.5,157.5,180.3,good,False,,,lift:deadlift
U301,2025-12-17,FB_B,ohp,ohp,62.5,3,5,prescribe,percent_1rm_rpe_target,60.0,65.0,180.3,good,False,,,lift:ohp
U301,2025-12-19,FB_A,bench,bench,77.5,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,75.0,80.0,180.5,low,False,,,lift:bench
U301,2025-12-19,FB_A,squat,squat,97.5,3,5,decrease_small,percent_1rm_rpe_target_and_low_readiness,95.0,100.0,180.5,low,False,,,lift:squat
U301,2025-12-22,FB_A,bench,bench,80.0,3,5,prescribe,percent_1rm_rpe_target,77.5,82.5,180.5,ok,False,,,lift:bench
U301,2025-12-22,FB_A,squat,squat,100.0,3,5,prescribe,percent_1rm_rpe_target,97.5,102.5,180.5,ok,False,,,lift:squat
U301,2025-12-24,FB_B,deadlift,deadlift,165.0,2,5,increase,increase_after_exceeding_reps_target,162.5,167.5,180.2,ok,False,,,lift:deadlift
U301,2025-12-24,FB_B,ohp,ohp,62.5,3,5,hold,hold_at_target_rpe,60.0,65.0,180.2,ok,False,,,lift:ohp
U301,2025-12-26,FB_A,bench,bench,75.0,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,72.5,77.5,180.8,low,False,,,lift:bench
U301,2025-12-26,FB_A,squat,squat,95.0,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,92.5,97.5,180.8,low,False,,,lift:squat
U301,2025-12-29,FB_A,bench,bench,77.5,3,5,prescribe,percent_1rm_rpe_target,75.0,80.0,180.5,ok,False,,,lift:bench
U301,2025-12-29,FB_A,squat,squat,97.5,3,5,prescribe,percent_1rm_rpe_target,95.0,100.0,180.5,ok,False,,,lift:squat
U301,2025-12-31,FB_B,deadlift,deadlift,165.0,2,5,hold,hold_at_target_rpe,162.5,167.5,180.7,ok,False,,,lift:deadlift
U301,2025-12-31,FB_B,ohp,ohp,62.5,3,5,hold,hold_at_target_rpe,60.0,65.0,180.7,ok,False,,,lift:ohp
U301,2026-01-02,FB_A,bench,bench,72.5,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,70.0,75.0,180.7,low,False,,,lift:bench
U301,2026-01-02,FB_A,squat,squat,92.5,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,90.0,95.0,180.7,low,False,,,lift:squat
U301,2026-01-05,FB_A,bench,bench,70.0,3,5,decrease_small,percent_1rm_rpe_target_and_low_readiness,67.5,72.5,181.9,low,False,,,lift:bench
U301,2026-01-05,FB_A,squat,squat,87.5,3,5,decrease_small,percent_1rm_rpe_target_and_low_readiness,85.0,90.0,181.9,low,False,,,lift:squat
U301,2026-01-07,FB_B,deadlift,deadlift,165.0,2,5,hold,hold_at_target_rpe,162.5,167.5,181.4,good,False,,,lift:deadlift
U301,2026-01-07,FB_B,ohp,ohp,62.5,3,5,hold,hold_at_target_rpe,60.0,65.0,181.4,good,False,,,lift:ohp
U301,2026-01-09,FB_A,bench,bench,70.0,3,5,decrease_small,percent_1rm_rpe_target_and_low_readiness,67.5,72.5,180.6,low,False,,,lift:bench
U301,2026-01-09,FB_A,squat,squat,85.0,3,5,decrease_small,percent_1rm_rpe_target_and_low_readiness,82.5,87.5,180.6,low,False,,,lift:squat
U302,2025-10-06,FB_A,bench,bench,133.75,3,5,prescribe,percent_1rm_rpe_target,131.25,136.25,112.7,ok,False,,,lift:bench
U302,2025-10-06,FB_A,squat,squat,190.0,3,5,prescribe,percent_1rm_rpe_target,186.25,193.75,112.7,ok,False,,,lift:squat
U302,2025-10-08,FB_B,deadlift,deadlift,231.25,2,5,prescribe,percent_1rm_rpe_target,226.25,236.25,112.5,ok,False,,,lift:deadlift
U302,2025-10-08,FB_B,ohp,ohp,85.0,3,5,prescribe,percent_1rm_rpe_target,83.75,86.25,112.5,ok,False,,,lift:ohp
U302,2025-10-10,FB_A,bench,bench,133.75,3,5,hold,hold_at_target_rpe,131.25,136.25,112.0,good,False,,,lift:bench
U302,2025-10-10,FB_A,squat,squat,190.0,3,5,hold,hold_at_target_rpe,186.25,193.75,112.0,good,False,,,lift:squat
U302,2025-10-13,FB_A,bench,bench,127.5,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,125.0,130.0,111.5,low,False,,,lift:bench
U302,2025-10-13,FB_A,squat,squat,180.0,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,176.25,183.75,111.5,low,False,,,lift:squat
U302,2025-10-15,FB_B,deadlift,deadlift,231.25,2,5,hold,hold_at_target_rpe,226.25,236.25,111.3,good,False,,,lift:deadlift
U302,2025-10-15,FB_B,ohp,ohp,85.0,3,5,hold,hold_at_target_rpe,83.75,86.25,111.3,good,False,,,lift:ohp
U302,2025-10-17,FB_A,bench,bench,128.75,3,5,prescribe,percent_1rm_rpe_target,126.25,131.25,112.4,good,False,,,lift:bench
U302,2025-10-17,FB_A,squat,squat,183.75,3,5,prescribe,percent_1rm_rpe_target,180.0,187.5,112.4,good,False,,,lift:squat
U302,2025-10-20,FB_A,bench,bench,128.75,3,5,hold,hold_at_target_rpe,126.25,131.25,112.2,good,False,,,lift:bench
U302,2025-10-20,FB_A,squat,squat,183.75,3,5,hold,hold_at_target_rpe,180.0,187.5,112.2,good,False,,,lift:squat
U302,2025-10-22,FB_B,deadlift,deadlift,240.0,2,5,increase,increase_after_exceeding_reps_target,235.0,245.0,112.6,ok,False,,,lift:deadlift
U302,2025-10-22,FB_B,ohp,ohp,85.0,3,5,hold,hold_at_target_rpe,83.75,86.25,112.6,ok,False,,,lift:ohp
U302,2025-10-24,FB_A,bench,bench,128.75,3,5,hold,hold_at_target_rpe,126.25,131.25,112.2,good,False,,,lift:bench
U302,2025-10-24,FB_A,squat,squat,183.75,3,5,hold,hold_at_target_rpe,180.0,187.5,112.2,good,False,,,lift:squat
U302,2025-10-27,FB_A,bench,bench,125.0,3,5,prescribe,percent_1rm_rpe_target,122.5,127.5,111.4,ok,False,,,lift:bench
U302,2025-10-27,FB_A,squat,squat,183.75,3,5,hold,hold_at_target_rpe,180.0,187.5,111.4,ok,False,,,lift:squat
U302,2025-10-29,FB_B,deadlift,deadlift,240.0,2,5,hold,hold_at_target_rpe,235.0,245.0,112.0,good,False,,,lift:deadlift
U302,2025-10-29,FB_B,ohp,ohp,87.5,3,5,increase,increase_after_exceeding_reps_target,86.25,88.75,112.0,good,False,,,lift:ohp
U302,2025-10-31,FB_A,bench,bench,118.75,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,116.25,121.25,112.0,low,False,,,lift:bench
U302,2025-10-31,FB_A,squat,squat,175.0,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,171.25,178.75,112.0,low,False,,,lift:squat
U302,2025-11-03,FB_A,bench,bench,115.0,3,5,decrease_small,percent_1rm_rpe_target_and_low_readiness,112.5,117.5,111.5,low,False,,,lift:bench
U302,2025-11-03,FB_A,squat,squat,166.25,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,162.5,170.0,111.5,low,False,,,lift:squat
U302,2025-11-05,FB_B,deadlift,deadlift,250.0,2,5,increase,increase_after_exceeding_reps_target,245.0,255.0,112.3,good,False,,,lift:deadlift
U302,2025-11-05,FB_B,ohp,ohp,87.5,3,5,hold,hold_at_target_rpe,86.25,88.75,112.3,good,False,,,lift:ohp
U302,2025-11-07,FB_A,bench,bench,112.5,3,5,decrease_small,decrease_small_after_grind_or_miss,110.0,115.0,112.7,good,False,,,lift:bench
U302,2025-11-07,FB_A,squat,squat,171.25,3,5,prescribe,percent_1rm_rpe_target,167.5,175.0,112.7,good,False,,,lift:squat
U302,2025-11-10,FB_A,bench,bench,108.75,3,5,decrease_small,increase_after_exceeding_reps_target_and_low_readiness,106.25,111.25,112.4,low,False,,,lift:bench
U302,2025-11-10,FB_A,squat,squat,162.5,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,158.75,166.25,112.4,low,False,,,lift:squat
U302,2025-11-12,FB_B,deadlift,deadlift,260.0,2,5,increase,increase_after_exceeding_reps_target,255.0,265.0,111.8,ok,False,,,lift:deadlift
U302,2025-11-12,FB_B,ohp,ohp,87.5,3,5,hold,hold_at_target_rpe,86.25,88.75,111.8,ok,False,,,lift:ohp
U302,2025-11-14,FB_A,bench,bench,113.75,3,5,prescribe,percent_1rm_rpe_target,111.25,116.25,111.2,ok,False,,,lift:bench
U302,2025-11-14,FB_A,squat,squat,162.5,3,5,hold,hold_at_target_rpe,158.75,166.25,111.2,ok,False,,,lift:squat
U302,2025-11-17,FB_A,bench,bench,113.75,3,5,hold,hold_at_target_rpe,111.25,116.25,111.5,good,False,,,lift:bench
U302,2025-11-17,FB_A,squat,squat,162.5,3,5,hold,hold_at_target_rpe,158.75,166.25,111.5,good,False,,,lift:squat
U302,2025-11-19,FB_B,deadlift,deadlift,260.0,2,5,hold,hold_at_target_rpe,255.0,265.0,112.4,good,False,,,lift:deadlift
U302,2025-11-19,FB_B,ohp,ohp,87.5,3,5,hold,hold_at_target_rpe,86.25,88.75,112.4,good,False,,,lift:ohp
U302,2025-11-21,FB_A,bench,bench,113.75,3,5,hold,hold_at_target_rpe,111.25,116.25,112.0,good,False,,,lift:bench
U302,2025-11-21,FB_A,squat,squat,162.5,3,5,hold,hold_at_target_rpe,158.75,166.25,112.0,good,False,,,lift:squat
U302,2025-11-24,FB_A,bench,bench,102.5,2,5,deload,deload_planned,100.0,105.0,112.2,good,True,,,lift:bench
U302,2025-11-24,FB_A,squat,squat,146.25,2,5,deload,deload_planned,143.75,148.75,112.2,good,True,,,lift:squat
U302,2025-11-26,FB_B,deadlift,deadlift,233.75,1,5,deload,deload_planned,228.75,238.75,112.0,ok,True,,,lift:deadlift
U302,2025-11-26,FB_B,ohp,ohp,78.75,2,5,deload,deload_planned,77.5,80.0,112.0,ok,True,,,lift:ohp
U302,2025-11-28,FB_A,bench,bench,92.5,2,5,deload,deload_planned,91.25,93.75,111.7,low,True,,,lift:bench
U302,2025-11-28,FB_A,squat,squat,131.25,2,5,deload,deload_planned,128.75,133.75,111.7,low,True,,,lift:squat
U302,2025-12-01,FB_A,bench,bench,105.0,3,5,prescribe,percent_1rm_rpe_target,102.5,107.5,112.6,ok,False,,,lift:bench
U302,2025-12-01,FB_A,squat,squat,131.25,3,5,hold,hold_at_target_rpe,128.75,133.75,112.6,ok,False,,,lift:squat
U302,2025-12-03,FB_B,deadlift,deadlift,233.75,2,5,hold,hold_at_target_rpe,228.75,238.75,111.3,ok,False,,,lift:deadlift
U302,2025-12-03,FB_B,ohp,ohp,78.75,3,5,hold,hold_at_target_rpe,77.5,80.0,111.3,ok,False,,,lift:ohp
U302,2025-12-05,FB_A,bench,bench,105.0,3,5,hold,hold_at_target_rpe,102.5,107.5,111.6,good,False,,,lift:bench
U302,2025-12-05,FB_A,squat,squat,131.25,3,5,hold,hold_at_target_rpe,128.75,133.75,111.6,good,False,,,lift:squat
U302,2025-12-08,FB_A,bench,bench,107.5,3,5,increase,increase_after_exceeding_reps_target,105.0,110.0,112.3,good,False,,,lift:bench
U302,2025-12-08,FB_A,squat,squat,131.25,3,5,hold,hold_at_target_rpe,128.75,133.75,112.3,good,False,,,lift:squat
U302,2025-12-10,FB_B,deadlift,deadlift,233.75,2,5,hold,hold_at_target_rpe,228.75,238.75,112.4,ok,False,,,lift:deadlift
U302,2025-12-10,FB_B,ohp,ohp,78.75,3,5,hold,hold_at_target_rpe,77.5,80.0,112.4,ok,False,,,lift:ohp
U302,2025-12-12,FB_A,bench,bench,110.0,3,5,increase,increase_after_exceeding_reps_target,107.5,112.5,112.8,good,False,,,lift:bench
U302,2025-12-12,FB_A,squat,squat,131.25,3,5,hold,hold_at_target_rpe,128.75,133.75,112.8,good,False,,,lift:squat
U302,2025-12-15,FB_A,bench,bench,110.0,3,5,hold,hold_at_target_rpe,107.5,112.5,112.1,good,False,,,lift:bench
U302,2025-12-15,FB_A,squat,squat,131.25,3,5,hold,hold_at_target_rpe,128.75,133.75,112.1,good,False,,,lift:squat
U302,2025-12-17,FB_B,deadlift,deadlift,233.75,2,5,hold,hold_at_target_rpe,228.75,238.75,112.5,ok,False,,,lift:deadlift
U302,2025-12-17,FB_B,ohp,ohp,78.75,3,5,hold,hold_at_target_rpe,77.5,80.0,112.5,ok,False,,,lift:ohp
U302,2025-12-19,FB_A,bench,bench,110.0,3,5,hold,hold_at_target_rpe,107.5,112.5,111.7,ok,False,,,lift:bench
U302,2025-12-19,FB_A,squat,squat,131.25,3,5,hold,hold_at_target_rpe,128.75,133.75,111.7,ok,False,,,lift:squat
U302,2025-12-22,FB_A,bench,bench,110.0,3,5,hold,hold_at_target_rpe,107.5,112.5,111.8,ok,False,,,lift:bench
U302,2025-12-22,FB_A,squat,squat,136.25,3,5,increase,increase_after_exceeding_reps_target,133.75,138.75,111.8,ok,False,,,lift:squat
U302,2025-12-24,FB_B,deadlift,deadlift,233.75,2,5,hold,hold_at_target_rpe,228.75,238.75,111.7,good,False,,,lift:deadlift
U302,2025-12-24,FB_B,ohp,ohp,78.75,3,5,hold,hold_at_target_rpe,77.5,80.0,111.7,good,False,,,lift:ohp
U302,2025-12-26,FB_A,bench,bench,110.0,3,5,hold,hold_at_target_rpe,107.5,112.5,112.5,good,False,,,lift:bench
U302,2025-12-26,FB_A,squat,squat,136.25,3,5,hold,hold_at_target_rpe,133.75,138.75,112.5,good,False,,,lift:squat
U302,2025-12-29,FB_A,bench,bench,110.0,3,5,hold,hold_at_target_rpe,107.5,112.5,111.5,ok,False,,,lift:bench
U302,2025-12-29,FB_A,squat,squat,136.25,3,5,hold,hold_at_target_rpe,133.75,138.75,111.5,ok,False,,,lift:squat
U302,2025-12-31,FB_B,deadlift,deadlift,233.75,2,5,hold,hold_at_target_rpe,228.75,238.75,112.4,good,False,,,lift:deadlift
U302,2025-12-31,FB_B,ohp,ohp,81.25,3,5,increase,increase_after_exceeding_reps_target,80.0,82.5,112.4,good,False,,,lift:ohp
U302,2026-01-02,FB_A,bench,bench,110.0,3,5,hold,hold_at_target_rpe,107.5,112.5,112.7,good,False,,,lift:bench
U302,2026-01-02,FB_A,squat,squat,141.25,3,5,increase,increase_after_exceeding_reps_target,138.75,143.75,112.7,good,False,,,lift:squat
U302,2026-01-05,FB_A,bench,bench,110.0,3,5,hold,hold_at_target_rpe,107.5,112.5,111.6,good,False,,,lift:bench
U302,2026-01-05,FB_A,squat,squat,131.25,3,5,prescribe,percent_1rm_rpe_target,128.75,133.75,111.6,good,False,,,lift:squat
U302,2026-01-07,FB_B,deadlift,deadlift,233.75,2,5,hold,hold_at_target_rpe,228.75,238.75,111.4,good,False,,,lift:deadlift
U302,2026-01-07,FB_B,ohp,ohp,77.5,3,5,prescribe,percent_1rm_rpe_target,76.25,78.75,111.4,good,False,,,lift:ohp
U302,2026-01-09,FB_A,bench,bench,105.0,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,102.5,107.5,111.9,low,False,,,lift:bench
U302,2026-01-09,FB_A,squat,squat,125.0,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,122.5,127.5,111.9,low,False,,,lift:squat
U303,2025-10-06,UpperA,bench,bench,161.25,4,6,decrease_small,percent_1rm_rpe_target_and_low_readiness,157.5,165.0,211.9,low,False,,,lift:bench
U303,2025-10-07,LowerA,squat,squat,243.75,4,6,decrease_small,percent_1rm_rpe_target_and_low_readiness,238.75,248.75,212.4,low,False,,,lift:squat
U303,2025-10-09,UpperB,ohp,ohp,108.75,4,6,decrease_small,percent_1rm_rpe_target_and_low_readiness,106.25,111.25,211.4,low,False,,,lift:ohp
U303,2025-10-10,LowerB,deadlift,deadlift,305.0,4,4,decrease_small,percent_1rm_rpe_target_and_low_readiness,298.75,311.25,212.7,low,False,,,lift:deadlift
U303,2025-10-13,UpperA,bench,bench,157.5,4,6,decrease_small,percent_1rm_rpe_target_and_low_readiness,153.75,161.25,211.1,low,False,,,lift:bench
U303,2025-10-14,LowerA,squat,squat,225.0,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,220.0,230.0,212.1,low,False,,,lift:squat
U303,2025-10-16,UpperB,ohp,ohp,107.5,4,6,decrease_small,percent_1rm_rpe_target_and_low_readiness,105.0,110.0,211.7,low,False,,,lift:ohp
U303,2025-10-17,LowerB,deadlift,deadlift,297.5,4,4,decrease_small,percent_1rm_rpe_target_and_low_readiness,291.25,303.75,211.6,low,False,,,lift:deadlift
U303,2025-10-20,UpperA,bench,bench,155.0,4,6,decrease_small,percent_1rm_rpe_target_and_low_readiness,152.5,157.5,211.8,low,False,,,lift:bench
U303,2025-10-21,LowerA,squat,squat,230.0,4,6,decrease_small,percent_1rm_rpe_target_and_low_readiness,225.0,235.0,210.5,low,False,,,lift:squat
U303,2025-10-23,UpperB,ohp,ohp,105.0,4,6,decrease_small,percent_1rm_rpe_target_and_low_readiness,102.5,107.5,211.6,low,False,,,lift:ohp
U303,2025-10-24,LowerB,deadlift,deadlift,292.5,4,4,decrease_small,percent_1rm_rpe_target_and_low_readiness,286.25,298.75,211.8,low,False,,,lift:deadlift
U303,2025-10-27,UpperA,bench,bench,152.5,4,6,decrease_small,percent_1rm_rpe_target_and_low_readiness,150.0,155.0,211.3,low,False,,,lift:bench
U303,2025-10-28,LowerA,squat,squat,225.0,4,6,decrease_small,percent_1rm_rpe_target_and_low_readiness,220.0,230.0,210.6,low,False,,,lift:squat
U303,2025-10-30,UpperB,ohp,ohp,102.5,4,6,decrease_small,percent_1rm_rpe_target_and_low_readiness,100.0,105.0,210.3,low,False,,,lift:ohp
U303,2025-10-31,LowerB,deadlift,deadlift,271.25,4,4,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,266.25,276.25,211.1,low,False,,,lift:deadlift
U303,2025-11-03,UpperA,bench,bench,148.75,4,6,decrease_small,percent_1rm_rpe_target_and_low_readiness,146.25,151.25,209.8,low,False,,,lift:bench
U303,2025-11-04,LowerA,squat,squat,221.25,4,6,decrease_small,percent_1rm_rpe_target_and_low_readiness,216.25,226.25,210.2,low,False,,,lift:squat
U303,2025-11-06,UpperB,ohp,ohp,101.25,4,6,decrease_small,percent_1rm_rpe_target_and_low_readiness,98.75,103.75,209.8,low,False,,,lift:ohp
