test_id,user_id,date,category,lift,decision,prescribed_weight_lb,target_reps,adjustment_kind,plate_profile
U301-2025-11-07-benchmicro,U301,2025-11-07,microloading,bench,hold,136.64800000000002,5,none,standard_2.5
U301-2025-11-07-benchmicro,U301,2025-11-07,microloading,ohp,hold,93.67,6,none,standard_2.5
U301-2025-11-10-benchmicro,U301,2025-11-10,microloading,bench,hold,136.64800000000002,5,none,kg_0.5
U301-2025-11-10-benchmicro,U301,2025-11-10,microloading,ohp,hold,93.67,6,none,kg_0.5
U301-2025-11-12-benchmicro,U301,2025-11-12,microloading,bench,hold,136.64800000000002,5,none,no_microplates
U301-2025-11-12-benchmicro,U301,2025-11-12,microloading,ohp,hold,93.67,6,none,no_microplates
U301-2025-11-14-benchmicro,U301,2025-11-14,microloading,bench,hold,136.64800000000002,5,none,micro_1.25
U301-2025-11-14-benchmicro,U301,2025-11-14,microloading,ohp,hold,93.67,6,none,micro_1.25
U301-2025-11-17-benchmicro,U301,2025-11-17,microloading,bench,hold,136.64800000000002,5,none,standard_2.5
U301-2025-11-17-benchmicro,U301,2025-11-17,microloading,ohp,hold,93.67,6,none,standard_2.5
U301-2025-11-19-benchmicro,U301,2025-11-19,microloading,bench,hold,136.64800000000002,5,none,kg_0.5
U301-2025-11-19-benchmicro,U301,2025-11-19,microloading,ohp,hold,93.67,6,none,kg_0.5
U301-2025-11-21-benchmicro,U301,2025-11-21,microloading,bench,hold,136.64800000000002,5,none,no_microplates
U301-2025-11-21-benchmicro,U301,2025-11-21,microloading,ohp,hold,93.67,6,none,no_microplates
U302-2025-09-01-benchmicro,U302,2025-09-01,microloading,bench,estimate,83.75,5,none,micro_1.25
U302-2025-09-01-benchmicro,U302,2025-09-01,microloading,ohp,estimate,45.0,6,none,micro_1.25
U302-2025-09-03-benchmicro,U302,2025-09-03,microloading,bench,hold,83.75,5,none,standard_2.5
U302-2025-09-03-benchmicro,U302,2025-09-03,microloading,ohp,hold,45.0,6,none,standard_2.5
U302-2025-09-05-benchmicro,U302,2025-09-05,microloading,bench,hold,83.75,5,none,kg_0.5
U302-2025-09-05-benchmicro,U302,2025-09-05,microloading,ohp,hold,45.0,6,none,kg_0.5
U302-2025-09-08-benchmicro,U302,2025-09-08,microloading,bench,hold,83.75,5,none,no_microplates
U302-2025-09-08-benchmicro,U302,2025-09-08,microloading,ohp,increase,47.5,6,none,no_microplates
U302-2025-09-10-benchmicro,U302,2025-09-10,microloading,bench,hold,83.75,5,none,micro_1.25
U302-2025-09-10-benchmicro,U302,2025-09-10,microloading,ohp,hold,47.5,6,none,micro_1.25
U302-2025-09-12-benchmicro,U302,2025-09-12,microloading,bench,hold,83.75,5,none,standard_2.5
U302-2025-09-12-benchmicro,U302,2025-09-12,microloading,ohp,increase,50.0,6,none,standard_2.5
U302-2025-09-15-benchmicro,U302,2025-09-15,microloading,bench,hold,83.75,5,none,kg_0.5
U302-2025-09-15-benchmicro,U302,2025-09-15,microloading,ohp,hold,50.0,6,none,kg_0.5
U302-2025-09-17-benchmicro,U302,2025-09-17,microloading,bench,hold,83.75,5,none,no_microplates
U302-2025-09-17-benchmicro,U302,2025-09-17,microloading,ohp,hold,50.0,6,none,no_microplates
U302-2025-09-19-benchmicro,U302,2025-09-19,microloading,bench,hold,83.75,5,none,micro_1.25
U302-2025-09-19-benchmicro,U302,2025-09-19,microloading,ohp,hold,50.0,6,none,micro_1.25
U302-2025-09-22-benchmicro,U302,2025-09-22,microloading,bench,hold,83.75,5,none,standard_2.5
U302-2025-09-22-benchmicro,U302,2025-09-22,microloading,ohp,hold,50.0,6,none,standard_2.5
U302-2025-09-24-benchmicro,U302,2025-09-24,microloading,bench,hold,83.75,5,none,kg_0.5
U302-2025-09-24-benchmicro,U302,2025-09-24,microloading,ohp,hold,50.0,6,none,kg_0.5
U302-2025-09-26-benchmicro,U302,2025-09-26,microloading,bench,hold,83.75,5,none,no_microplates
U302-2025-09-26-benchmicro,U302,2025-09-26,microloading,ohp,hold,50.0,6,none,no_microplates
U302-2025-09-29-benchmicro,U302,2025-09-29,microloading,bench,hold,83.75,5,none,micro_1.25
U302-2025-09-29-benchmicro,U302,2025-09-29,microloading,ohp,hold,50.0,6,none,micro_1.25
U302-2025-10-01-benchmicro,U302,2025-10-01,microloading,bench,hold,83.75,5,none,standard_2.5
U302-2025-10-01-benchmicro,U302,2025-10-01,microloading,ohp,hold,50.0,6,none,standard_2.5
U302-2025-10-03-benchmicro,U302,2025-10-03,microloading,bench,hold,83.75,5,none,kg_0.5
U302-2025-10-03-benchmicro,U302,2025-10-03,microloading,ohp,hold,50.0,6,none,kg_0.5
U302-2025-10-06-benchmicro,U302,2025-10-06,microloading,bench,hold,83.75,5,none,no_microplates
U302-2025-10-06-benchmicro,U302,2025-10-06,microloading,ohp,hold,50.0,6,none,no_microplates
U302-2025-10-08-benchmicro,U302,2025-10-08,microloading,bench,hold,83.75,5,none,micro_1.25
U302-2025-10-08-benchmicro,U302,2025-10-08,microloading,ohp,hold,50.0,6,none,micro_1.25
U302-2025-10-10-benchmicro,U302,2025-10-10,microloading,bench,hold,83.75,5,none,standard_2.5
U302-2025-10-10-benchmicro,U302,2025-10-10,microloading,ohp,increase,52.5,6,none,standard_2.5
U302-2025-10-13-benchmicro,U302,2025-10-13,microloading,bench,hold,83.75,5,none,kg_0.5
U302-2025-10-13-benchmicro,U302,2025-10-13,microloading,ohp,hold,52.5,6,none,kg_0.5
U302-2025-10-15-benchmicro,U302,2025-10-15,microloading,bench,hold,83.75,5,none,no_microplates
U302-2025-10-15-benchmicro,U302,2025-10-15,microloading,ohp,hold,52.5,6,none,no_microplates
U302-2025-10-17-benchmicro,U302,2025-10-17,microloading,bench,hold,83.75,5,none,micro_1.25
U302-2025-10-17-benchmicro,U302,2025-10-17,microloading,ohp,hold,52.5,6,none,micro_1.25
U302-2025-10-20-benchmicro,U302,2025-10-20,microloading,bench,deload,75.0,5,deload,standard_2.5
U302-2025-10-20-benchmicro,U302,2025-10-20,microloading,ohp,hold,52.5,6,none,standard_2.5
U302-2025-10-22-benchmicro,U302,2025-10-22,microloading,bench,hold,75.0,5,none,kg_0.5
U302-2025-10-22-benchmicro,U302,2025-10-22,microloading,ohp,increase,53.998000000000005,6,none,kg_0.5
U302-2025-10-24-benchmicro,U302,2025-10-24,microloading,bench,hold,75.0,5,none,no_microplates
U302-2025-10-24-benchmicro,U302,2025-10-24,microloading,ohp,hold,53.998000000000005,6,none,no_microplates
U302-2025-10-27-benchmicro,U302,2025-10-27,microloading,bench,hold,75.0,5,none,micro_1.25
U302-2025-10-27-benchmicro,U302,2025-10-27,microloading,ohp,hold,53.998000000000005,6,none,micro_1.25
U302-2025-10-29-benchmicro,U302,2025-10-29,microloading,bench,hold,75.0,5,none,standard_2.5
U302-2025-10-29-benchmicro,U302,2025-10-29,microloading,ohp,increase,57.5,6,none,standard_2.5
U302-2025-10-31-benchmicro,U302,2025-10-31,microloading,bench,hold,75.0,5,none,kg_0.5
U302-2025-10-31-benchmicro,U302,2025-10-31,microloading,ohp,hold,57.5,6,none,kg_0.5
U302-2025-11-03-benchmicro,U302,2025-11-03,microloading,bench,hold,75.0,5,none,no_microplates
U302-2025-11-03-benchmicro,U302,2025-11-03,microloading,ohp,increase,60.0,6,none,no_microplates
U302-2025-11-05-benchmicro,U302,2025-11-05,microloading,bench,hold,75.0,5,none,micro_1.25
U302-2025-11-05-benchmicro,U302,2025-11-05,microloading,ohp,hold,60.0,6,none,micro_1.25
U302-2025-11-07-benchmicro,U302,2025-11-07,microloading,bench,hold,75.0,5,none,standard_2.5
U302-2025-11-07-benchmicro,U302,2025-11-07,microloading,ohp,hold,60.0,6,none,standard_2.5
U302-2025-11-10-benchmicro,U302,2025-11-10,microloading,bench,hold,75.0,5,none,kg_0.5
U302-2025-11-10-benchmicro,U302,2025-11-10,microloading,ohp,increase,60.61000000000001,6,none,kg_0.5
U302-2025-11-12-benchmicro,U302,2025-11-12,microloading,bench,hold,75.0,5,none,no_microplates
U302-2025-11-12-benchmicro,U302,2025-11-12,microloading,ohp,hold,60.61000000000001,6,none,no_microplates
U302-2025-11-14-benchmicro,U302,2025-11-14,microloading,bench,hold,75.0,5,none,micro_1.25
U302-2025-11-14-benchmicro,U302,2025-11-14,microloading,ohp,hold,60.61000000000001,6,none,micro_1.25
U302-2025-11-17-benchmicro,U302,2025-11-17,microloading,bench,hold,75.0,5,none,standard_2.5
U302-2025-11-17-benchmicro,U302,2025-11-17,microloading,ohp,hold,60.61000000000001,6,none,standard_2.5
U302-2025-11-19-benchmicro,U302,2025-11-19,microloading,bench,hold,75.0,5,none,kg_0.5
U302-2025-11-19-benchmicro,U302,2025-11-19,microloading,ohp,hold,60.61000000000001,6,none,kg_0.5
U302-2025-11-21-benchmicro,U302,2025-11-21,microloading,bench,hold,75.0,5,none,no_microplates
U302-2025-11-21-benchmicro,U302,2025-11-21,microloading,ohp,hold,60.61000000000001,6,none,no_microplates
U303-2025-09-01-benchmicro,U303,2025-09-01,microloading,bench,estimate,158.75,5,none,micro_1.25
U303-2025-09-01-benchmicro,U303,2025-09-01,microloading,ohp,estimate,88.75,6,none,micro_1.25
U303-2025-09-03-benchmicro,U303,2025-09-03,microloading,bench,hold,158.75,5,none,standard_2.5
U303-2025-09-03-benchmicro,U303,2025-09-03,microloading,ohp,hold,88.75,6,none,standard_2.5
U303-2025-09-05-benchmicro,U303,2025-09-05,microloading,bench,hold,158.75,5,none,kg_0.5
U303-2025-09-05-benchmicro,U303,2025-09-05,microloading,ohp,increase,90.364,6,none,kg_0.5
U303-2025-09-08-benchmicro,U303,2025-09-08,microloading,bench,hold,158.75,5,none,no_microplates
U303-2025-09-08-benchmicro,U303,2025-09-08,microloading,ohp,hold,90.364,6,none,no_microplates
U303-2025-09-10-benchmicro,U303,2025-09-10,microloading,bench,hold,158.75,5,none,micro_1.25
U303-2025-09-10-benchmicro,U303,2025-09-10,microloading,ohp,hold,90.364,6,none,micro_1.25
U303-2025-09-12-benchmicro,U303,2025-09-12,microloading,bench,hold,158.75,5,none,standard_2.5
U303-2025-09-12-benchmicro,U303,2025-09-12,microloading,ohp,hold,90.364,6,none,standard_2.5
U303-2025-09-15-benchmicro,U303,2025-09-15,microloading,bench,hold,158.75,5,none,kg_0.5
U303-2025-09-15-benchmicro,U303,2025-09-15,microloading,ohp,increase,91.46600000000001,6,none,kg_0.5
U303-2025-09-17-benchmicro,U303,2025-09-17,microloading,bench,hold,158.75,5,none,no_microplates
U303-2025-09-17-benchmicro,U303,2025-09-17,microloading,ohp,hold,91.46600000000001,6,none,no_microplates
U303-2025-09-19-benchmicro,U303,2025-09-19,microloading,bench,hold,158.75,5,none,micro_1.25
U303-2025-09-19-benchmicro,U303,2025-09-19,microloading,ohp,hold,91.46600000000001,6,none,micro_1.25
U303-2025-09-22-benchmicro,U303,2025-09-22,microloading,bench,hold,158.75,5,none,standard_2.5
U303-2025-09-22-benchmicro,U303,2025-09-22,microloading,ohp,hold,91.46600000000001,6,none,standard_2.5
U303-2025-09-24-benchmicro,U303,2025-09-24,microloading,bench,hold,158.75,5,none,kg_0.5
U303-2025-09-24-benchmicro,U303,2025-09-24,microloading,ohp,hold,91.46600000000001,6,none,kg_0.5
U303-2025-09-26-benchmicro,U303,2025-09-26,microloading,bench,increase,160.0,5,none,no_microplates
U303-2025-09-26-benchmicro,U303,2025-09-26,microloading,ohp,hold,91.46600000000001,6,none,no_microplates
U303-2025-09-29-benchmicro,U303,2025-09-29,microloading,bench,hold,160.0,5,none,micro_1.25
U303-2025-09-29-benchmicro,U303,2025-09-29,microloading,ohp,hold,91.46600000000001,6,none,micro_1.25
U303-2025-10-01-benchmicro,U303,2025-10-01,microloading,bench,hold,160.0,5,none,standard_2.5
U303-2025-10-01-benchmicro,U303,2025-10-01,microloading,ohp,hold,91.46600000000001,6,none,standard_2.5
U303-2025-10-03-benchmicro,U303,2025-10-03,microloading,bench,hold,160.0,5,none,kg_0.5
U303-2025-10-03-benchmicro,U303,2025-10-03,microloading,ohp,hold,91.46600000000001,6,none,kg_0.5
U303-2025-10-06-benchmicro,U303,2025-10-06,microloading,bench,hold,160.0,5,none,no_microplates
U303-2025-10-06-benchmicro,U303,2025-10-06,microloading,ohp,hold,91.46600000000001,6,none,no_microplates
U303-2025-10-08-benchmicro,U303,2025-10-08,microloading,bench,hold,160.0,5,none,micro_1.25
U303-2025-10-08-benchmicro,U303,2025-10-08,microloading,ohp,hold,91.46600000000001,6,none,micro_1.25
U303-2025-10-10-benchmicro,U303,2025-10-10,microloading,bench,hold,160.0,5,none,standard_2.5
U303-2025-10-10-benchmicro,U303,2025-10-10,microloading,ohp,increase,95.0,6,none,standard_2.5
U303-2025-10-13-benchmicro,U303,2025-10-13,microloading,bench,hold,160.0,5,none,kg_0.5
U303-2025-10-13-benchmicro,U303,2025-10-13,microloading,ohp,hold,95.0,6,none,kg_0.5
U303-2025-10-15-benchmicro,U303,2025-10-15,microloading,bench,hold,160.0,5,none,no_microplates
U303-2025-10-15-benchmicro,U303,2025-10-15,microloading,ohp,hold,95.0,6,none,no_microplates
U303-2025-10-17-benchmicro,U303,2025-10-17,microloading,bench,hold,160.0,5,none,micro_1.25
U303-2025-10-17-benchmicro,U303,2025-10-17,microloading,ohp,hold,95.0,6,none,micro_1.25
U303-2025-10-20-benchmicro,U303,2025-10-20,microloading,bench,deload,145.0,5,deload,standard_2.5
U303-2025-10-20-benchmicro,U303,2025-10-20,microloading,ohp,increase,97.5,6,none,standard_2.5
U303-2025-10-22-benchmicro,U303,2025-10-22,microloading,bench,hold,145.0,5,none,kg_0.5
U303-2025-10-22-benchmicro,U303,2025-10-22,microloading,ohp,hold,97.5,6,none,kg_0.5
U303-2025-10-24-benchmicro,U303,2025-10-24,microloading,bench,hold,145.0,5,none,no_microplates
U303-2025-10-24-benchmicro,U303,2025-10-24,microloading,ohp,hold,97.5,6,none,no_microplates
U303-2025-10-27-benchmicro,U303,2025-10-27,microloading,bench,hold,145.0,5,none,micro_1.25
U303-2025-10-27-benchmicro,U303,2025-10-27,microloading,ohp,hold,97.5,6,none,micro_1.25
U303-2025-10-29-benchmicro,U303,2025-10-29,microloading,bench,hold,145.0,5,none,standard_2.5
U303-2025-10-29-benchmicro,U303,2025-10-29,microloading,ohp,hold,97.5,6,none,standard_2.5
U303-2025-10-31-benchmicro,U303,2025-10-31,microloading,bench,hold,145.0,5,none,kg_0.5
U303-2025-10-31-benchmicro,U303,2025-10-31,microloading,ohp,hold,97.5,6,none,kg_0.5
U303-2025-11-03-benchmicro,U303,2025-11-03,microloading,bench,hold,145.0,5,none,no_microplates
U303-2025-11-03-benchmicro,U303,2025-11-03,microloading,ohp,increase,100.0,6,none,no_microplates
U303-2025-11-05-benchmicro,U303,2025-11-05,microloading,bench,hold,145.0,5,none,micro_1.25
U303-2025-11-05-benchmicro,U303,2025-11-05,microloading,ohp,hold,100.0,6,none,micro_1.25
U303-2025-11-07-benchmicro,U303,2025-11-07,microloading,bench,hold,145.0,5,none,standard_2.5
U303-2025-11-07-benchmicro,U303,2025-11-07,microloading,ohp,hold,100.0,6,none,standard_2.5
U303-2025-11-10-benchmicro,U303,2025-11-10,microloading,bench,hold,145.0,5,none,kg_0.5
U303-2025-11-10-benchmicro,U303,2025-11-10,microloading,ohp,hold,100.0,6,none,kg_0.5
U303-2025-11-12-benchmicro,U303,2025-11-12,microloading,bench,hold,145.0,5,none,no_microplates
U303-2025-11-12-benchmicro,U303,2025-11-12,microloading,ohp,hold,100.0,6,none,no_microplates
U303-2025-11-14-benchmicro,U303,2025-11-14,microloading,bench,hold,145.0,5,none,micro_1.25
U303-2025-11-14-benchmicro,U303,2025-11-14,microloading,ohp,hold,100.0,6,none,micro_1.25
U303-2025-11-17-benchmicro,U303,2025-11-17,microloading,bench,hold,145.0,5,none,standard_2.5
U303-2025-11-17-benchmicro,U303,2025-11-17,microloading,ohp,hold,100.0,6,none,standard_2.5
U303-2025-11-19-benchmicro,U303,2025-11-19,microloading,bench,hold,145.0,5,none,kg_0.5
U303-2025-11-19-benchmicro,U303,2025-11-19,microloading,ohp,increase,101.38400000000001,6,none,kg_0.5
U303-2025-11-21-benchmicro,U303,2025-11-21,microloading,bench,hold,145.0,5,none,no_microplates
U303-2025-11-21-benchmicro,U303,2025-11-21,microloading,ohp,hold,101.38400000000001,6,none,no_microplates
U401-2025-09-03-lower,U401,2025-09-03,cut_maintenance,squat,estimate,180.0,5,none,standard_2.5
U401-2025-09-03-lower,U401,2025-09-03,cut_maintenance,row,estimate,122.5,8,none,standard_2.5
U401-2025-09-06-upper,U401,2025-09-06,cut_maintenance,bench,estimate,122.5,6,none,standard_2.5
U401-2025-09-06-upper,U401,2025-09-06,cut_maintenance,row,decrease_small,117.5,10,none,standard_2.5
U401-2025-09-10-lower,U401,2025-09-10,cut_maintenance,squat,hold,180.0,5,none,standard_2.5
U401-2025-09-10-lower,U401,2025-09-10,cut_maintenance,row,hold,117.5,8,none,standard_2.5
U401-2025-09-13-upper,U401,2025-09-13,cut_maintenance,bench,hold,122.5,6,none,standard_2.5
U401-2025-09-13-upper,U401,2025-09-13,cut_maintenance,row,decrease_small,112.5,10,none,standard_2.5
U401-2025-09-17-lower,U401,2025-09-17,cut_maintenance,squat,increase,182.5,5,none,standard_2.5
U401-2025-09-17-lower,U401,2025-09-17,cut_maintenance,row,hold,112.5,8,none,standard_2.5
U401-2025-09-20-upper,U401,2025-09-20,cut_maintenance,bench,hold,122.5,6,none,standard_2.5
U401-2025-09-20-upper,U401,2025-09-20,cut_maintenance,row,decrease_small,107.5,10,none,standard_2.5
U401-2025-09-24-lower,U401,2025-09-24,cut_maintenance,squat,hold,182.5,5,none,standard_2.5
U401-2025-09-24-lower,U401,2025-09-24,cut_maintenance,row,hold,107.5,8,none,standard_2.5
U401-2025-09-27-upper,U401,2025-09-27,cut_maintenance,bench,hold,122.5,6,none,standard_2.5
U401-2025-09-27-upper,U401,2025-09-27,cut_maintenance,row,decrease_small,102.5,10,none,standard_2.5
U401-2025-10-01-lower,U401,2025-10-01,cut_maintenance,squat,hold,182.5,5,none,standard_2.5
U401-2025-10-01-lower,U401,2025-10-01,cut_maintenance,row,hold,102.5,8,none,standard_2.5
U401-2025-10-04-upper,U401,2025-10-04,cut_maintenance,bench,hold,122.5,6,none,standard_2.5
U401-2025-10-04-upper,U401,2025-10-04,cut_maintenance,row,decrease_small,97.5,10,none,standard_2.5
U401-2025-10-08-lower,U401,2025-10-08,cut_maintenance,squat,hold,182.5,5,none,standard_2.5
U401-2025-10-08-lower,U401,2025-10-08,cut_maintenance,row,hold,97.5,8,none,standard_2.5
U401-2025-10-11-upper,U401,2025-10-11,cut_maintenance,bench,hold,122.5,6,none,standard_2.5
U401-2025-10-11-upper,U401,2025-10-11,cut_maintenance,row,decrease_small,92.5,10,none,standard_2.5
U401-2025-10-15-lower,U401,2025-10-15,cut_maintenance,squat,hold,182.5,5,none,standard_2.5
U401-2025-10-15-lower,U401,2025-10-15,cut_maintenance,row,hold,92.5,8,none,standard_2.5
U401-2025-10-18-upper,U401,2025-10-18,cut_maintenance,bench,hold,122.5,6,none,standard_2.5
U401-2025-10-18-upper,U401,2025-10-18,cut_maintenance,row,decrease_small,87.5,10,none,standard_2.5
U401-2025-10-22-lower,U401,2025-10-22,cut_maintenance,squat,hold,182.5,5,none,standard_2.5
U401-2025-10-22-lower,U401,2025-10-22,cut_maintenance,row,hold,87.5,8,none,standard_2.5
U401-2025-10-25-upper,U401,2025-10-25,cut_maintenance,bench,hold,122.5,6,none,standard_2.5
U401-2025-10-25-upper,U401,2025-10-25,cut_maintenance,row,decrease_small,82.5,10,none,standard_2.5
U401-2025-10-29-lower,U401,2025-10-29,cut_maintenance,squat,hold,182.5,5,none,standard_2.5
U401-2025-10-29-lower,U401,2025-10-29,cut_maintenance,row,hold,82.5,8,none,standard_2.5
U401-2025-11-01-upper,U401,2025-11-01,cut_maintenance,bench,hold,122.5,6,none,standard_2.5
U401-2025-11-01-upper,U401,2025-11-01,cut_maintenance,row,decrease_small,77.5,10,none,standard_2.5
U401-2025-11-05-lower,U401,2025-11-05,cut_maintenance,squat,deload,165.0,5,deload,standard_2.5
U401-2025-11-05-lower,U401,2025-11-05,cut_maintenance,row,hold,77.5,8,none,standard_2.5
U401-2025-11-08-upper,U401,2025-11-08,cut_maintenance,bench,hold,122.5,6,none,standard_2.5
U401-2025-11-08-upper,U401,2025-11-08,cut_maintenance,row,decrease_small,72.5,10,none,standard_2.5
U401-2025-11-12-lower,U401,2025-11-12,cut_maintenance,squat,hold,165.0,5,none,standard_2.5
U401-2025-11-12-lower,U401,2025-11-12,cut_maintenance,row,hold,72.5,8,none,standard_2.5
U401-2025-11-15-upper,U401,2025-11-15,cut_maintenance,bench,hold,122.5,6,none,standard_2.5
U401-2025-11-15-upper,U401,2025-11-15,cut_maintenance,row,decrease_small,70.0,10,none,standard_2.5
U401-2025-11-19-lower,U401,2025-11-19,cut_maintenance,squat,decrease_small,157.5,5,none,standard_2.5
U401-2025-11-19-lower,U401,2025-11-19,cut_maintenance,row,hold,70.0,8,none,standard_2.5
U401-2025-11-22-upper,U401,2025-11-22,cut_maintenance,bench,hold,122.5,6,none,standard_2.5
U401-2025-11-22-upper,U401,2025-11-22,cut_maintenance,row,decrease_small,67.5,10,none,standard_2.5
U401-2025-11-26-lower,U401,2025-11-26,cut_maintenance,squat,hold,157.5,5,none,standard_2.5
U401-2025-11-26-lower,U401,2025-11-26,cut_maintenance,row,hold,67.5,8,none,standard_2.5
U401-2025-11-29-upper,U401,2025-11-29,cut_maintenance,bench,hold,122.5,6,none,standard_2.5
