user_id,date,session_type,lift,variation,substituted_to,sets,reps,weight_lb,decision,delta_lb,reason_code,bw_lb,sleep,hrv,rhr,soreness
U101,2025-11-14,FB_A,squat,,,3,5,95.0,deload,-11.25,deload_after_plateau,112.8,5.0,55,66,4
U101,2025-11-17,FB_A,bench,,,3,5,72.5,deload,-8.75,deload_planned,113.3,6.5,50,57,6
U101,2025-11-17,FB_A,squat,,,3,5,85.0,deload,-10.0,deload_planned,113.3,6.5,50,57,6
U101,2025-11-19,FB_B,deadlift,,,3,5,168.75,deload,-18.75,deload_planned,113.4,6.7,52,57,3
U101,2025-11-19,FB_B,ohp,,,3,5,60.0,deload,-6.25,deload_planned,113.4,6.7,52,57,3
U101,2025-11-21,FB_A,bench,,,3,5,65.0,deload,-7.5,deload_planned,112.9,5.7,59,57,3
U101,2025-11-21,FB_A,squat,,,3,5,76.25,deload,-8.75,deload_planned,112.9,5.7,59,57,3
U101,2025-11-24,FB_A,bench,,,3,5,61.25,decrease_small,-3.75,hold_at_target_rpe_and_low_readiness,113.6,6.4,46,64,3
U101,2025-11-24,FB_A,squat,,,3,5,77.5,decrease_small,1.25,progress_and_low_readiness,113.6,6.4,46,64,3
U101,2025-11-26,FB_B,deadlift,,,3,5,168.75,hold,0.0,hold_at_target_rpe,114.0,6.8,57,55,6
U101,2025-11-26,FB_B,ohp,,,3,5,60.0,hold,0.0,hold_at_target_rpe,114.0,6.8,57,55,6
U101,2025-11-28,FB_A,bench,,,3,5,55.0,deload,-6.25,deload_after_plateau,113.6,6.8,54,63,4
U101,2025-11-28,FB_A,squat,,,3,5,70.0,deload,-7.5,deload_after_plateau,113.6,6.8,54,63,4
U101,2025-12-01,FB_A,bench,,,3,5,50.0,deload,-5.0,deload_after_plateau,113.4,4.8,69,61,3
U101,2025-12-01,FB_A,squat,,,3,5,62.5,deload,-7.5,deload_after_plateau,113.4,4.8,69,61,3
U101,2025-12-03,FB_B,deadlift,,,3,5,168.75,hold,0.0,hold_at_target_rpe,113.1,6.8,55,58,3
U101,2025-12-03,FB_B,ohp,,,3,5,60.0,hold,0.0,hold_at_target_rpe,113.1,6.8,55,58,3
U101,2025-12-05,FB_A,bench,,,3,5,50.0,hold,0.0,hold_at_target_rpe,113.2,7.5,59,61,7
U101,2025-12-05,FB_A,squat,,,3,5,67.5,increase,5.0,progress,113.2,7.5,59,61,7
U101,2025-12-08,FB_A,bench,,,3,5,52.5,increase,2.5,progress,113.9,6.8,50,58,3
U101,2025-12-08,FB_A,squat,,,3,5,72.5,increase,5.0,progress,113.9,6.8,50,58,3
U101,2025-12-10,FB_B,deadlift,,,3,5,155.0,deload,-13.75,deload_fatigue_streak,113.2,7.9,55,61,2
U101,2025-12-10,FB_B,ohp,,,3,5,55.0,deload,-5.0,deload_fatigue_streak,113.2,7.9,55,61,2
U101,2025-12-12,FB_A,bench,,,3,5,52.5,hold,0.0,hold_at_target_rpe,113.6,7.1,43,55,3
U101,2025-12-12,FB_A,squat,,,3,5,72.5,hold,0.0,hold_at_target_rpe,113.6,7.1,43,55,3
U101,2025-12-15,FB_A,bench,,,3,5,47.5,deload,-5.0,deload_after_plateau,113.8,6.1,48,65,4
U101,2025-12-15,FB_A,squat,,,3,5,68.75,decrease_small,-3.75,hold_at_target_rpe_and_low_readiness,113.8,6.1,48,65,4
U101,2025-12-17,FB_B,deadlift,,,3,5,147.5,decrease_small,-7.5,hold_at_target_rpe_and_low_readiness,114.1,5.7,49,66,4
U101,2025-12-17,FB_B,ohp,,,3,5,52.5,decrease_small,-2.5,hold_at_target_rpe_and_low_readiness,114.1,5.7,49,66,4
U101,2025-12-19,FB_A,bench,,,3,5,42.5,deload,-5.0,deload_after_plateau,114.5,6.5,58,58,4
U101,2025-12-19,FB_A,squat,,,3,5,62.5,deload,-6.25,deload_after_plateau,114.5,6.5,58,58,4
U101,2025-12-22,FB_A,bench,,,3,5,42.5,hold,0.0,hold_at_target_rpe,114.8,7.0,62,57,4
U101,2025-12-22,FB_A,squat,,,3,5,67.5,increase,5.0,progress,114.8,7.0,62,57,4
U101,2025-12-24,FB_B,deadlift,,,3,5,132.5,deload,-15.0,deload_after_plateau,113.7,6.3,57,67,6
U101,2025-12-24,FB_B,ohp,,,3,5,47.5,deload,-5.0,deload_after_plateau,113.7,6.3,57,67,6
U101,2025-12-26,FB_A,bench,,,3,5,42.5,hold,0.0,hold_at_target_rpe,113.8,5.5,55,58,5
U101,2025-12-26,FB_A,squat,,,3,5,67.5,hold,0.0,hold_at_target_rpe,113.8,5.5,55,58,5
U102,2025-10-06,FB_A,bench,,,3,5,175.0,hold,0.0,hold_at_target_rpe,205.3,7.9,56,59,3
U102,2025-10-06,FB_A,squat,,,3,5,235.0,hold,0.0,hold_at_target_rpe,205.3,7.9,56,59,3
U102,2025-10-08,FB_B,deadlift,,,3,5,277.5,hold,0.0,hold_at_target_rpe,204.9,5.8,61,64,5
U102,2025-10-08,FB_B,ohp,,,3,5,112.5,hold,0.0,hold_at_target_rpe,204.9,5.8,61,64,5
U102,2025-10-10,FB_A,bench,,,3,5,170.0,decrease_small,-5.0,progress_and_low_readiness,204.8,6.4,45,72,2
U102,2025-10-10,FB_A,squat,,,3,5,222.5,decrease_small,-12.5,hold_at_target_rpe_and_low_readiness,204.8,6.4,45,72,2
U102,2025-10-13,FB_A,bench,,,3,5,152.5,deload,-17.5,deload_after_plateau,205.5,5.6,59,60,4
U102,2025-10-13,FB_A,squat,,,3,5,222.5,hold,0.0,hold_at_target_rpe,205.5,5.6,59,60,4
U102,2025-10-15,FB_B,deadlift,,,3,5,277.5,hold,0.0,hold_at_target_rpe,205.9,6.6,46,60,5
U102,2025-10-15,FB_B,ohp,,,3,5,100.0,deload,-12.5,deload_after_plateau,205.9,6.6,46,60,5
U102,2025-10-17,FB_A,bench,,,3,5,150.0,decrease_small,-2.5,progress_and_low_readiness,205.9,6.0,39,59,9
U102,2025-10-17,FB_A,squat,,,3,5,220.0,decrease_small,-2.5,progress_and_low_readiness,205.9,6.0,39,59,9
U102,2025-10-20,FB_A,bench,,,3,5,135.0,deload,-15.0,deload_after_plateau,205.6,6.6,39,63,5
U102,2025-10-20,FB_A,squat,,,3,5,197.5,deload,-22.5,deload_after_plateau,205.6,6.6,39,63,5
U102,2025-10-22,FB_B,deadlift,,,3,5,262.5,decrease_small,-15.0,hold_at_target_rpe_and_low_readiness,206.4,5.7,45,66,2
U102,2025-10-22,FB_B,ohp,,,3,5,95.0,decrease_small,-5.0,hold_at_target_rpe_and_low_readiness,206.4,5.7,45,66,2
U102,2025-10-24,FB_A,bench,,,3,5,122.5,deload,-12.5,deload_after_plateau,206.2,7.6,49,64,1
U102,2025-10-24,FB_A,squat,,,3,5,197.5,hold,0.0,hold_at_target_rpe,206.2,7.6,49,64,1
U102,2025-10-27,FB_A,bench,,,3,5,110.0,deload,-12.5,deload_after_plateau,206.8,6.1,49,58,6
U102,2025-10-27,FB_A,squat,,,3,5,187.5,decrease_small,-10.0,hold_at_target_rpe_and_low_readiness,206.8,6.1,49,58,6
U102,2025-10-29,FB_B,deadlift,,,3,5,235.0,deload,-27.5,deload_after_plateau,206.7,5.0,54,64,3
U102,2025-10-29,FB_B,ohp,,,3,5,85.0,deload,-10.0,deload_after_plateau,206.7,5.0,54,64,3
U102,2025-10-31,FB_A,bench,,,3,5,100.0,deload,-10.0,deload_after_plateau,205.9,7.2,47,67,2
U102,2025-10-31,FB_A,squat,,,3,5,170.0,deload,-17.5,deload_after_plateau,205.9,7.2,47,67,2
U102,2025-11-03,FB_A,bench,,,3,5,100.0,hold,0.0,hold_at_target_rpe,207.2,7.1,65,68,7
U102,2025-11-03,FB_A,squat,,,3,5,170.0,hold,0.0,hold_at_target_rpe,207.2,7.1,65,68,7
U102,2025-11-05,FB_B,deadlift,,,3,5,212.5,deload,-22.5,deload_after_plateau,207.2,7.2,53,69,5
U102,2025-11-05,FB_B,ohp,,,3,5,77.5,deload,-7.5,deload_after_plateau,207.2,7.2,53,69,5
U102,2025-11-07,FB_A,bench,,,3,5,100.0,hold,0.0,hold_at_target_rpe,206.2,6.5,44,58,3
U102,2025-11-07,FB_A,squat,,,3,5,170.0,hold,0.0,hold_at_target_rpe,206.2,6.5,44,58,3
U102,2025-11-10,FB_A,bench,,,3,5,90.0,deload,-10.0,deload_planned,206.8,6.5,44,67,5
U102,2025-11-10,FB_A,squat,,,3,5,152.5,deload,-17.5,deload_planned,206.8,6.5,44,67,5
U102,2025-11-12,FB_B,deadlift,,,3,5,190.0,deload,-22.5,deload_planned,207.2,6.4,65,76,7
U102,2025-11-12,FB_B,ohp,,,3,5,70.0,deload,-7.5,deload_planned,207.2,6.4,65,76,7
U102,2025-11-14,FB_A,bench,,,3,5,80.0,deload,-10.0,deload_planned,207.0,7.2,63,66,7
U102,2025-11-14,FB_A,squat,,,3,5,137.5,deload,-15.0,deload_planned,207.0,7.2,63,66,7
U102,2025-11-17,FB_A,bench,,,3,5,85.0,increase,5.0,progress,207.2,7.0,61,69,6
U102,2025-11-17,FB_A,squat,,,3,5,137.5,hold,0.0,hold_at_target_rpe,207.2,7.0,61,69,6
U102,2025-11-19,FB_B,deadlift,,,3,5,170.0,deload,-20.0,deload_after_plateau,207.9,4.8,48,61,4
U102,2025-11-19,FB_B,ohp,,,3,5,62.5,deload,-7.5,deload_after_plateau,207.9,4.8,48,61,4
U102,2025-11-21,FB_A,bench,,,3,5,80.0,decrease_small,-5.0,hold_at_target_rpe_and_low_readiness,207.0,6.1,47,63,5
U102,2025-11-21,FB_A,squat,,,3,5,140.0,decrease_small,2.5,progress_and_low_readiness,207.0,6.1,47,63,5
U102,2025-11-24,FB_A,bench,,,3,5,72.5,deload,-7.5,deload_after_plateau,207.9,6.9,57,65,8
U102,2025-11-24,FB_A,squat,,,3,5,125.0,deload,-15.0,deload_after_plateau,207.9,6.9,57,65,8
U102,2025-11-26,FB_B,deadlift,,,3,5,170.0,hold,0.0,hold_at_target_rpe,208.0,7.2,56,62,5
U102,2025-11-26,FB_B,ohp,,,3,5,62.5,hold,0.0,hold_at_target_rpe,208.0,7.2,56,62,5
U102,2025-11-28,FB_A,bench,,,3,5,65.0,deload,-7.5,deload_after_plateau,207.7,6.2,46,71,2
U102,2025-11-28,FB_A,squat,,,3,5,112.5,deload,-12.5,deload_after_plateau,207.7,6.2,46,71,2
U102,2025-12-01,FB_A,bench,,,3,5,57.5,deload,-7.5,deload_after_plateau,207.6,5.7,57,70,2
U102,2025-12-01,FB_A,squat,,,3,5,100.0,deload,-12.5,deload_after_plateau,207.6,5.7,57,70,2
U102,2025-12-03,FB_B,deadlift,,,3,5,170.0,hold,0.0,hold_at_target_rpe,208.1,6.1,48,55,1
U102,2025-12-03,FB_B,ohp,,,3,5,62.5,hold,0.0,hold_at_target_rpe,208.1,6.1,48,55,1
U102,2025-12-05,FB_A,bench,,,3,5,57.5,hold,0.0,hold_at_target_rpe,207.6,6.1,52,53,2
U102,2025-12-05,FB_A,squat,,,3,5,100.0,hold,0.0,hold_at_target_rpe,207.6,6.1,52,53,2
U102,2025-12-08,FB_A,bench,,,3,5,57.5,hold,0.0,hold_at_target_rpe,208.8,7.2,54,69,5
U102,2025-12-08,FB_A,squat,,,3,5,90.0,deload,-10.0,deload_after_plateau,208.8,7.2,54,69,5
U102,2025-12-10,FB_B,deadlift,,,3,5,152.5,deload,-17.5,deload_after_plateau,208.3,5.7,40,72,3
U102,2025-12-10,FB_B,ohp,,,3,5,60.0,decrease_small,-2.5,hold_at_target_rpe_and_low_readiness,208.3,5.7,40,72,3
U102,2025-12-12,FB_A,bench,,,3,5,55.0,decrease_small,-2.5,hold_at_target_rpe_and_low_readiness,209.3,5.7,46,61,7
U102,2025-12-12,FB_A,squat,,,3,5,85.0,decrease_small,-5.0,hold_at_target_rpe_and_low_readiness,209.3,5.7,46,61,7
U102,2025-12-15,FB_A,bench,,,3,5,50.0,deload,-5.0,deload_after_plateau,208.4,7.3,57,66,7
U102,2025-12-15,FB_A,squat,,,3,5,77.5,deload,-7.5,deload_after_plateau,208.4,7.3,57,66,7
U102,2025-12-17,FB_B,deadlift,,,3,5,137.5,deload,-15.0,deload_after_plateau,208.6,7.9,55,56,6
U102,2025-12-17,FB_B,ohp,,,3,5,55.0,deload,-5.0,deload_after_plateau,208.6,7.9,55,56,6
U102,2025-12-19,FB_A,bench,,,3,5,47.5,decrease_small,-2.5,hold_at_target_rpe_and_low_readiness,208.9,6.8,51,60,6
U102,2025-12-19,FB_A,squat,,,3,5,82.5,decrease_small,5.0,progress_and_low_readiness,208.9,6.8,51,60,6
U102,2025-12-22,FB_A,bench,,,3,5,42.5,deload,-5.0,deload_after_plateau,208.8,6.6,46,69,2
U102,2025-12-22,FB_A,squat,,,3,5,75.0,deload,-7.5,deload_after_plateau,208.8,6.6,46,69,2
U102,2025-12-24,FB_B,deadlift,,,3,5,140.0,decrease_small,2.5,progress_and_low_readiness,209.3,6.3,44,71,8
U102,2025-12-24,FB_B,ohp,,,3,5,52.5,decrease_small,-2.5,hold_at_target_rpe_and_low_readiness,209.3,6.3,44,71,8
U102,2025-12-26,FB_A,bench,,,3,5,37.5,deload,-5.0,deload_after_plateau,209.5,6.8,40,55,5
U102,2025-12-26,FB_A,squat,,,3,5,67.5,deload,-7.5,deload_after_plateau,209.5,6.8,40,55,5
U103,2025-10-06,UpperA,bench,,,4,6,103.75,decrease_small,-5.0,hold_at_target_rpe_and_low_readiness,169.5,4.8,40,67,6
U103,2025-10-07,LowerA,squat,,,4,6,181.25,decrease_small,-10.0,hold_at_target_rpe_and_low_readiness,169.9,4.8,43,79,5
U103,2025-10-09,UpperB,ohp,,,4,6,63.75,decrease_small,-3.75,hold_at_target_rpe_and_low_readiness,169.4,4.8,47,73,10
U103,2025-10-10,LowerB,deadlift,,,4,4,208.75,decrease_small,-11.25,hold_at_target_rpe_and_low_readiness,169.9,5.2,45,70,7
U103,2025-10-13,UpperA,bench,,,4,6,93.75,deload,-10.0,deload_after_plateau,169.4,5.1,36,79,8
U103,2025-10-14,LowerA,squat,,,4,6,162.5,deload,-18.75,deload_after_plateau,169.9,5.0,51,72,10
U103,2025-10-16,UpperB,ohp,,,4,6,57.5,deload,-6.25,deload_after_plateau,169.3,4.8,35,81,4
U103,2025-10-17,LowerB,deadlift,,,4,4,187.5,deload,-21.25,deload_after_plateau,170.1,4.8,45,77,6
U103,2025-10-20,UpperA,bench,,,4,6,85.0,deload,-8.75,deload_after_plateau,168.8,5.6,32,85,5
U103,2025-10-21,LowerA,squat,,,4,6,146.25,deload,-16.25,deload_after_plateau,169.0,4.8,44,77,5
U103,2025-10-23,UpperB,ohp,,,4,6,51.25,deload,-6.25,deload_after_plateau,168.8,5.6,50,66,5
U103,2025-10-24,LowerB,deadlift,,,4,4,168.75,deload,-18.75,deload_after_plateau,168.5,5.6,40,73,8
U103,2025-10-27,UpperA,bench,,,4,6,76.25,deload,-8.75,deload_after_plateau,169.2,5.1,31,67,4
U103,2025-10-28,LowerA,squat,,,4,6,131.25,deload,-15.0,deload_after_plateau,168.8,4.8,28,66,4
U103,2025-10-30,UpperB,ohp,,,4,6,46.25,deload,-5.0,deload_after_plateau,168.5,4.8,47,76,5
U103,2025-10-31,LowerB,deadlift,,,4,4,152.5,deload,-16.25,deload_after_plateau,168.0,4.8,57,75,6
U103,2025-11-03,UpperA,bench,,,4,6,68.75,deload,-7.5,deload_planned,167.7,4.8,53,73,3
U103,2025-11-04,LowerA,squat,,,4,6,117.5,deload,-13.75,deload_planned,168.5,4.8,44,74,7
U103,2025-11-06,UpperB,ohp,,,4,6,41.25,deload,-5.0,deload_planned,167.8,5.3,40,76,4
U103,2025-11-07,LowerB,deadlift,,,4,4,137.5,deload,-15.0,deload_planned,168.0,4.8,39,74,8
U103,2025-11-10,UpperA,bench,,,4,6,62.5,deload,-6.25,deload_after_plateau,167.8,4.8,43,72,6
U103,2025-11-11,LowerA,squat,,,4,6,106.25,deload,-11.25,deload_after_plateau,167.4,4.8,53,72,1
U103,2025-11-13,UpperB,ohp,,,4,6,37.5,deload,-3.75,deload_after_plateau,167.3,5.4,53,72,7
U103,2025-11-14,LowerB,deadlift,,,4,4,123.75,deload,-13.75,deload_after_plateau,167.0,4.8,50,71,3
U103,2025-11-17,UpperA,bench,,,4,6,56.25,deload,-6.25,deload_after_plateau,166.4,5.9,38,75,5
U103,2025-11-20,UpperB,ohp,,,4,6,33.75,deload,-3.75,deload_after_plateau,166.6,4.8,35,71,7
U103,2025-11-21,LowerB,deadlift,,,4,4,111.25,deload,-12.5,deload_after_plateau,166.4,5.7,42,77,2
U103,2025-11-24,UpperA,bench,,,4,6,50.0,deload,-6.25,deload_after_plateau,166.7,5.1,41,75,1
U103,2025-11-25,LowerA,squat,,,4,6,97.5,reset,-8.75,reset_after_break,166.1,5.2,34,64,9
U103,2025-11-27,UpperB,ohp,,,4,6,30.0,deload,-3.75,deload_after_plateau,167.1,4.8,46,70,4
U103,2025-11-28,LowerB,deadlift,,,4,4,100.0,deload,-11.25,deload_after_plateau,167.0,4.9,57,76,8
U103,2025-12-01,UpperA,bench,,,4,6,45.0,deload,-5.0,deload_after_plateau,166.6,6.1,58,81,6
U103,2025-12-02,LowerA,squat,,,4,6,87.5,deload,-10.0,deload_after_plateau,166.4,5.0,49,74,7
U103,2025-12-04,UpperB,ohp,,,4,6,27.5,deload,-2.5,deload_after_plateau,166.4,4.8,32,76,6
U103,2025-12-05,LowerB,deadlift,,,4,4,90.0,deload,-10.0,deload_after_plateau,165.4,4.8,60,69,9
U103,2025-12-08,UpperA,bench,,,4,6,40.0,deload,-5.0,deload_planned,165.5,4.8,38,69,9
U103,2025-12-09,LowerA,squat,,,4,6,78.75,deload,-8.75,deload_planned,165.2,5.3,36,76,4
U103,2025-12-11,UpperB,ohp,,,4,6,25.0,deload,-2.5,deload_planned,165.9,5.8,43,74,6
U103,2025-12-12,LowerB,deadlift,,,4,4,81.25,deload,-8.75,deload_planned,165.9,5.0,53,75,5
U103,2025-12-15,UpperA,bench,,,4,6,36.25,deload,-3.75,deload_after_plateau,165.4,4.8,40,68,6
U103,2025-12-16,LowerA,squat,,,4,6,71.25,deload,-7.5,deload_after_plateau,165.1,4.8,55,66,3
U103,2025-12-18,UpperB,ohp,,,4,6,22.5,deload,-2.5,deload_after_plateau,165.1,5.1,41,75,8
U103,2025-12-19,LowerB,deadlift,,,4,4,72.5,deload,-8.75,deload_after_plateau,165.4,4.8,46,68,5
U103,2025-12-22,UpperA,bench,,,4,6,32.5,deload,-3.75,deload_after_plateau,163.9,4.8,36,76,5
U103,2025-12-23,LowerA,squat,,,4,6,67.5,decrease_small,-3.75,hold_at_target_rpe_and_low_readiness,164.9,5.4,38,75,5
U103,2025-12-25,UpperB,ohp,,,4,6,20.0,deload,-2.5,deload_after_plateau,164.6,5.6,32,82,9
U103,2025-12-26,LowerB,deadlift,,,4,4,65.0,deload,-7.5,deload_after_plateau,164.0,4.8,59,73,7
U104,2025-10-06,UpperHeavy,bench,,,3,3,253.75,increase,2.5,progress,194.9,6.0,50,62,4
U104,2025-10-06,UpperHeavy,ohp,,,3,5,156.25,increase,2.5,progress,194.9,6.0,50,62,4
U104,2025-10-07,LowerHeavy,deadlift,,,3,3,382.5,increase,5.0,progress,194.5,7.0,54,56,6
U104,2025-10-07,LowerHeavy,squat,,,3,3,322.5,increase,2.5,progress,194.5,7.0,54,56,6
U104,2025-10-09,UpperVolume,bench,,,4,8,228.75,deload,-25.0,deload_after_plateau,194.6,5.8,43,55,5
U104,2025-10-10,LowerVolume,squat,,,4,6,290.0,deload,-32.5,deload_after_plateau,195.5,5.4,48,57,3
U104,2025-10-13,UpperHeavy,bench,,,3,3,228.75,hold,0.0,hold_at_target_rpe,195.0,7.0,42,59,3
U104,2025-10-13,UpperHeavy,ohp,,,3,5,156.25,hold,0.0,hold_at_target_rpe,195.0,7.0,42,59,3
U104,2025-10-14,LowerHeavy,deadlift,,,3,3,382.5,hold,0.0,hold_at_target_rpe,194.5,7.5,63,56,10
U104,2025-10-14,LowerHeavy,squat,,,3,3,290.0,hold,0.0,hold_at_target_rpe,194.5,7.5,63,56,10
U104,2025-10-16,UpperVolume,bench,,,4,8,228.75,hold,0.0,hold_at_target_rpe,194.4,7.6,61,67,10
U104,2025-10-17,LowerVolume,squat,,,4,6,290.0,hold,0.0,hold_at_target_rpe,194.3,5.9,56,59,9
U104,2025-10-20,UpperHeavy,bench,,,3,3,210.0,deload,-18.75,deload_fatigue_streak,194.6,5.5,66,59,7
U104,2025-10-20,UpperHeavy,ohp,,,3,5,156.25,hold,0.0,hold_at_target_rpe,194.6,5.5,66,59,7
U104,2025-10-21,LowerHeavy,deadlift,,,3,3,387.5,increase,5.0,progress,194.7,5.5,62,58,3
U104,2025-10-21,LowerHeavy,squat,,,3,3,292.5,increase,2.5,progress,194.7,5.5,62,58,3
U104,2025-10-23,UpperVolume,bench,,,4,8,188.75,deload,-21.25,deload_after_plateau,194.5,4.8,50,59,5
U104,2025-10-24,LowerVolume,squat,,,4,6,292.5,hold,0.0,hold_at_target_rpe,195.6,7.9,60,62,9
U104,2025-10-27,UpperHeavy,bench,,,3,3,170.0,deload,-18.75,deload_planned,194.9,6.1,51,61,7
U104,2025-10-27,UpperHeavy,ohp,,,3,5,140.0,deload,-16.25,deload_planned,194.9,6.1,51,61,7
U104,2025-10-28,LowerHeavy,deadlift,,,3,3,348.75,deload,-38.75,deload_planned,195.4,5.8,63,56,6
U104,2025-10-28,LowerHeavy,squat,,,3,3,263.75,deload,-28.75,deload_planned,195.4,5.8,63,56,6
U104,2025-10-30,UpperVolume,bench,,,4,8,152.5,deload,-17.5,deload_planned,195.3,5.9,45,50,3
U104,2025-10-31,LowerVolume,squat,,,4,6,237.5,deload,-26.25,deload_planned,195.3,6.2,53,56,6
U104,2025-11-03,UpperHeavy,bench,,,3,3,137.5,deload,-15.0,deload_after_plateau,194.8,5.4,51,60,5
U104,2025-11-03,UpperHeavy,ohp,,,3,5,126.25,deload,-13.75,deload_after_plateau,194.8,5.4,51,60,5
U104,2025-11-04,LowerHeavy,deadlift,,,3,3,331.25,decrease_small,-17.5,hold_at_target_rpe_and_low_readiness,194.4,5.1,37,65,4
U104,2025-11-04,LowerHeavy,squat,,,3,3,225.0,decrease_small,-12.5,hold_at_target_rpe_and_low_readiness,194.4,5.1,37,65,4
U104,2025-11-06,UpperVolume,bench,,,4,8,123.75,deload,-13.75,deload_after_plateau,195.2,5.6,63,63,5
U104,2025-11-07,LowerVolume,squat,,,4,6,202.5,deload,-22.5,deload_after_plateau,195.3,5.6,38,60,8
U104,2025-11-10,UpperHeavy,bench,close_grip_bench,,3,3,117.5,hold,-6.25,hold_at_target_rpe_variation,195.0,5.5,45,57,5
U104,2025-11-10,UpperHeavy,ohp,,,3,5,126.25,hold,0.0,hold_at_target_rpe,195.0,5.5,45,57,5
U104,2025-11-11,LowerHeavy,deadlift,,,3,3,297.5,deload,-33.75,deload_after_plateau,195.0,6.8,47,65,5
U104,2025-11-11,LowerHeavy,squat,,,3,3,192.5,decrease_small,-10.0,hold_at_target_rpe_and_low_readiness,195.0,6.8,47,65,5
