session_id,user_id,date,week,template_id,exercise_key,exercise_name,plan_tag,planned_weight_lb,planned_sets,planned_target_reps,rep_range_low,rep_range_high,performed_reps_min,performed_reps_max,performed_rpe_max,success,missed_reps,body_weight_lb,readiness_0to100,cycle_day
U001_2025-11-05,U001,2025-11-05,5,B,pulldown,Lat Pulldown,double_progression_add_load,85.0,3,10,8.0,12.0,12,12,7.4,True,False,151.1,60,
U001_2025-11-07,U001,2025-11-07,5,A,squat,Back Squat,linear_add_load,172.5,3,5,,,5,5,7.1,True,False,151.0,66,
U001_2025-11-07,U001,2025-11-07,5,A,bench,Barbell Bench Press,linear_add_load,110.0,3,5,,,5,5,7.0,True,False,151.0,66,
U001_2025-11-07,U001,2025-11-07,5,A,row,Barbell Row,linear_add_load,100.0,3,8,,,8,8,7.0,True,False,151.0,66,
U001_2025-11-07,U001,2025-11-07,5,A,plank,Plank,repeat_after_failure,0.0,3,45,,,51,54,6.4,True,False,151.0,66,
U001_2025-11-10,U001,2025-11-10,6,B,squat,Back Squat,linear_add_load,175.0,3,5,,,5,5,7.7,True,False,150.9,49,
U001_2025-11-10,U001,2025-11-10,6,B,ohp,Overhead Press,linear_add_load,80.0,3,5,,,5,5,7.6,True,False,150.9,49,
U001_2025-11-10,U001,2025-11-10,6,B,deadlift,Deadlift,linear_add_load,185.0,1,5,,,5,5,7.6,True,False,150.9,49,
U001_2025-11-10,U001,2025-11-10,6,B,pulldown,Lat Pulldown,double_progression_add_load,90.0,3,10,8.0,12.0,12,12,7.7,True,False,150.9,49,
U001_2025-11-14,U001,2025-11-14,6,A,squat,Back Squat,linear_add_load,177.5,3,5,,,5,5,6.9,True,False,151.6,69,
U001_2025-11-14,U001,2025-11-14,6,A,bench,Barbell Bench Press,linear_add_load,112.5,3,5,,,5,5,6.9,True,False,151.6,69,
U001_2025-11-14,U001,2025-11-14,6,A,row,Barbell Row,linear_add_load,105.0,3,8,,,8,8,6.8,True,False,151.6,69,
U001_2025-11-14,U001,2025-11-14,6,A,plank,Plank,linear_add_load,0.0,3,45,,,42,48,6.3,False,False,151.6,69,
U001_2025-11-17,U001,2025-11-17,7,B,squat,Back Squat,linear_add_load,180.0,3,5,,,5,5,7.2,True,False,151.3,63,
U001_2025-11-17,U001,2025-11-17,7,B,ohp,Overhead Press,linear_add_load,82.5,3,5,,,5,5,7.3,True,False,151.3,63,
U001_2025-11-17,U001,2025-11-17,7,B,deadlift,Deadlift,linear_add_load,190.0,1,5,,,5,5,7.3,True,False,151.3,63,
U001_2025-11-17,U001,2025-11-17,7,B,pulldown,Lat Pulldown,double_progression_add_load,95.0,3,10,8.0,12.0,12,12,7.2,True,False,151.3,63,
U001_2025-11-19,U001,2025-11-19,7,A,squat,Back Squat,linear_add_load,182.5,3,5,,,5,5,6.9,True,False,151.8,66,
U001_2025-11-19,U001,2025-11-19,7,A,bench,Barbell Bench Press,linear_add_load,115.0,3,5,,,4,5,9.5,False,True,151.8,66,
U001_2025-11-19,U001,2025-11-19,7,A,row,Barbell Row,linear_add_load,110.0,3,8,,,8,8,7.3,True,False,151.8,66,
U001_2025-11-19,U001,2025-11-19,7,A,plank,Plank,repeat_after_failure,0.0,3,45,,,38,55,6.3,False,False,151.8,66,
U001_2025-11-21,U001,2025-11-21,7,B,squat,Back Squat,linear_add_load,185.0,3,5,,,5,5,7.1,True,False,151.4,64,
U001_2025-11-21,U001,2025-11-21,7,B,ohp,Overhead Press,linear_add_load,85.0,3,5,,,5,5,7.0,True,False,151.4,64,
U001_2025-11-21,U001,2025-11-21,7,B,deadlift,Deadlift,linear_add_load,195.0,1,5,,,5,5,6.8,True,False,151.4,64,
U001_2025-11-21,U001,2025-11-21,7,B,pulldown,Lat Pulldown,double_progression_add_load,100.0,3,10,8.0,12.0,12,12,7.0,True,False,151.4,64,
U001_2025-11-24,U001,2025-11-24,8,A,squat,Back Squat,linear_add_load,187.5,3,5,,,5,5,6.9,True,False,151.4,66,
U001_2025-11-24,U001,2025-11-24,8,A,bench,Barbell Bench Press,repeat_after_failure,115.0,3,5,,,4,5,9.5,False,True,151.4,66,
U001_2025-11-24,U001,2025-11-24,8,A,row,Barbell Row,linear_add_load,112.5,3,8,,,8,8,7.0,True,False,151.4,66,
U001_2025-11-24,U001,2025-11-24,8,A,plank,Plank,repeat_after_failure,0.0,3,45,,,40,52,6.4,False,False,151.4,66,
U001_2025-11-26,U001,2025-11-26,8,B,squat,Back Squat,linear_add_load,190.0,3,5,,,5,5,6.9,True,False,151.7,71,
U001_2025-11-26,U001,2025-11-26,8,B,ohp,Overhead Press,linear_add_load,87.5,3,5,,,5,5,6.7,True,False,151.7,71,
U001_2025-11-26,U001,2025-11-26,8,B,deadlift,Deadlift,linear_add_load,200.0,1,5,,,5,5,6.7,True,False,151.7,71,
U001_2025-11-26,U001,2025-11-26,8,B,pulldown,Lat Pulldown,double_progression_add_load,105.0,3,10,8.0,12.0,12,12,6.8,True,False,151.7,71,
U001_2025-11-28,U001,2025-11-28,8,A,squat,Back Squat,linear_add_load,192.5,3,5,,,5,5,6.9,True,False,151.7,69,
U001_2025-11-28,U001,2025-11-28,8,A,bench,Barbell Bench Press,repeat_after_failure,102.5,3,5,,,5,5,6.7,True,False,151.7,69,
U001_2025-11-28,U001,2025-11-28,8,A,row,Barbell Row,linear_add_load,115.0,3,8,,,8,8,6.8,True,False,151.7,69,
U001_2025-11-28,U001,2025-11-28,8,A,plank,Plank,repeat_after_failure,0.0,3,45,,,40,50,6.2,False,False,151.7,69,
U001_2025-12-01,U001,2025-12-01,9,B,squat,Back Squat,linear_add_load,195.0,3,5,,,5,5,7.2,True,False,152.3,65,
U001_2025-12-01,U001,2025-12-01,9,B,ohp,Overhead Press,linear_add_load,90.0,3,5,,,5,5,6.9,True,False,152.3,65,
U001_2025-12-01,U001,2025-12-01,9,B,deadlift,Deadlift,linear_add_load,205.0,1,5,,,5,5,7.0,True,False,152.3,65,
U001_2025-12-01,U001,2025-12-01,9,B,pulldown,Lat Pulldown,double_progression_add_load,110.0,3,10,8.0,12.0,12,12,7.2,True,False,152.3,65,
U001_2025-12-03,U001,2025-12-03,9,A,squat,Back Squat,linear_add_load,197.5,3,5,,,5,5,7.1,True,False,152.1,62,
U001_2025-12-03,U001,2025-12-03,9,A,bench,Barbell Bench Press,linear_add_load,105.0,3,5,,,5,5,7.2,True,False,152.1,62,
U001_2025-12-03,U001,2025-12-03,9,A,row,Barbell Row,linear_add_load,117.5,3,8,,,8,8,7.2,True,False,152.1,62,
U001_2025-12-03,U001,2025-12-03,9,A,plank,Plank,repeat_after_failure,0.0,3,45,,,37,52,6.5,False,False,152.1,62,
U001_2025-12-05,U001,2025-12-05,9,B,squat,Back Squat,linear_add_load,200.0,3,5,,,5,5,7.2,True,False,151.0,63,
U001_2025-12-05,U001,2025-12-05,9,B,ohp,Overhead Press,linear_add_load,92.5,3,5,,,5,5,7.1,True,False,151.0,63,
U001_2025-12-05,U001,2025-12-05,9,B,deadlift,Deadlift,linear_add_load,207.5,1,5,,,5,5,6.8,True,False,151.0,63,
U001_2025-12-05,U001,2025-12-05,9,B,pulldown,Lat Pulldown,double_progression_add_load,115.0,3,10,8.0,12.0,12,12,7.3,True,False,151.0,63,
U002_2025-10-06,U002,2025-10-06,1,Upper1,bench,Barbell Bench Press,baseline,45.0,3,8,6.0,10.0,8,9,7.4,True,False,125.0,57,22.0
U002_2025-10-06,U002,2025-10-06,1,Upper1,row_cable,Seated Cable Row,baseline,60.0,3,10,8.0,12.0,9,11,7.4,True,False,125.0,57,22.0
U002_2025-10-06,U002,2025-10-06,1,Upper1,ohp_db,DB Shoulder Press,baseline,25.0,3,10,8.0,12.0,11,11,7.3,True,False,125.0,57,22.0
U002_2025-10-06,U002,2025-10-06,1,Upper1,lat_pulldown,Lat Pulldown,baseline,70.0,3,10,8.0,12.0,10,10,7.3,True,False,125.0,57,22.0
U002_2025-10-06,U002,2025-10-06,1,Upper1,curl,DB Curl,baseline,15.0,2,12,10.0,15.0,12,13,7.1,True,False,125.0,57,22.0
U002_2025-10-07,U002,2025-10-07,1,Lower1,squat,Back Squat,baseline,65.0,3,8,6.0,10.0,8,9,7.2,True,False,125.2,60,23.0
U002_2025-10-07,U002,2025-10-07,1,Lower1,rdl,Romanian Deadlift,baseline,85.0,3,8,6.0,10.0,8,9,7.3,True,False,125.2,60,23.0
U002_2025-10-07,U002,2025-10-07,1,Lower1,split_squat,DB Bulgarian Split Squat,baseline,20.0,3,10,8.0,12.0,10,11,7.3,True,False,125.2,60,23.0
U002_2025-10-07,U002,2025-10-07,1,Lower1,calf,Standing Calf Raise,baseline,70.0,3,12,10.0,15.0,12,13,7.2,True,False,125.2,60,23.0
U002_2025-10-09,U002,2025-10-09,1,Upper2,incline_db,Incline DB Press,baseline,25.0,3,10,8.0,12.0,8,8,8.2,True,False,125.2,38,25.0
U002_2025-10-09,U002,2025-10-09,1,Upper2,pullup_assist,Assisted Pull-up,baseline,-50.0,3,8,6.0,10.0,6,6,8.0,True,False,125.2,38,25.0
U002_2025-10-09,U002,2025-10-09,1,Upper2,lateral_raise,DB Lateral Raise,baseline,10.0,3,12,10.0,15.0,10,11,7.9,True,False,125.2,38,25.0
U002_2025-10-09,U002,2025-10-09,1,Upper2,triceps,Cable Triceps Pressdown,baseline,30.0,2,12,10.0,15.0,10,10,8.2,True,False,125.2,38,25.0
U002_2025-10-10,U002,2025-10-10,1,Lower2,deadlift,Deadlift,baseline,95.0,2,5,4.0,6.0,5,6,7.5,True,False,125.0,54,26.0
U002_2025-10-10,U002,2025-10-10,1,Lower2,leg_press,Leg Press,baseline,140.0,3,12,10.0,15.0,11,12,7.5,True,False,125.0,54,26.0
U002_2025-10-10,U002,2025-10-10,1,Lower2,ham_curl,Leg Curl,baseline,55.0,3,12,10.0,15.0,11,13,7.4,True,False,125.0,54,26.0
U002_2025-10-10,U002,2025-10-10,1,Lower2,core,Dead Bug,baseline,0.0,3,10,,,6,16,6.6,False,False,125.0,54,26.0
U002_2025-10-13,U002,2025-10-13,2,Upper1,bench,Barbell Bench Press,double_progression_add_reps,45.0,3,8,6.0,10.0,7,9,7.8,True,False,125.7,47,1.0
U002_2025-10-13,U002,2025-10-13,2,Upper1,row_cable,Seated Cable Row,double_progression_add_reps,60.0,3,10,8.0,12.0,9,10,7.7,True,False,125.7,47,1.0
U002_2025-10-13,U002,2025-10-13,2,Upper1,ohp_db,DB Shoulder Press,double_progression_add_reps,25.0,3,10,8.0,12.0,10,11,7.8,True,False,125.7,47,1.0
U002_2025-10-13,U002,2025-10-13,2,Upper1,lat_pulldown,Lat Pulldown,double_progression_add_reps,70.0,3,10,8.0,12.0,9,10,7.9,True,False,125.7,47,1.0
U002_2025-10-13,U002,2025-10-13,2,Upper1,curl,DB Curl,double_progression_add_reps,15.0,2,12,10.0,15.0,11,11,7.7,True,False,125.7,47,1.0
U002_2025-10-14,U002,2025-10-14,2,Lower1,squat,Back Squat,double_progression_add_reps,65.0,3,8,6.0,10.0,7,8,7.7,True,False,125.4,44,2.0
U002_2025-10-14,U002,2025-10-14,2,Lower1,rdl,Romanian Deadlift,double_progression_add_reps,85.0,3,8,6.0,10.0,6,8,7.8,True,False,125.4,44,2.0
U002_2025-10-14,U002,2025-10-14,2,Lower1,split_squat,DB Bulgarian Split Squat,double_progression_add_reps,20.0,3,10,8.0,12.0,8,10,8.0,True,False,125.4,44,2.0
U002_2025-10-14,U002,2025-10-14,2,Lower1,calf,Standing Calf Raise,double_progression_add_reps,70.0,3,12,10.0,15.0,11,12,7.8,True,False,125.4,44,2.0
U002_2025-10-16,U002,2025-10-16,2,Upper2,incline_db,Incline DB Press,double_progression_add_reps,25.0,3,10,8.0,12.0,10,12,7.1,True,False,125.2,61,4.0
U002_2025-10-16,U002,2025-10-16,2,Upper2,pullup_assist,Assisted Pull-up,double_progression_add_reps,-50.0,3,8,6.0,10.0,8,10,7.3,True,False,125.2,61,4.0
U002_2025-10-16,U002,2025-10-16,2,Upper2,lateral_raise,DB Lateral Raise,double_progression_add_reps,10.0,3,12,10.0,15.0,13,14,7.2,True,False,125.2,61,4.0
U002_2025-10-16,U002,2025-10-16,2,Upper2,triceps,Cable Triceps Pressdown,double_progression_add_reps,30.0,2,12,10.0,15.0,13,14,7.2,True,False,125.2,61,4.0
U002_2025-10-17,U002,2025-10-17,2,Lower2,deadlift,Deadlift,double_progression_add_reps,95.0,2,5,4.0,6.0,6,6,7.4,True,False,124.8,57,5.0
U002_2025-10-17,U002,2025-10-17,2,Lower2,leg_press,Leg Press,double_progression_add_reps,140.0,3,12,10.0,15.0,12,13,7.3,True,False,124.8,57,5.0
U002_2025-10-17,U002,2025-10-17,2,Lower2,ham_curl,Leg Curl,double_progression_add_reps,55.0,3,12,10.0,15.0,12,13,7.2,True,False,124.8,57,5.0
U002_2025-10-17,U002,2025-10-17,2,Lower2,core,Dead Bug,repeat_after_failure,0.0,3,10,,,4,8,6.6,False,False,124.8,57,5.0
U002_2025-10-20,U002,2025-10-20,3,Upper1,bench,Barbell Bench Press,double_progression_add_reps,45.0,3,8,6.0,10.0,9,9,7.5,True,False,125.3,56,8.0
U002_2025-10-20,U002,2025-10-20,3,Upper1,row_cable,Seated Cable Row,double_progression_add_reps,60.0,3,10,8.0,12.0,10,11,7.5,True,False,125.3,56,8.0
U002_2025-10-20,U002,2025-10-20,3,Upper1,ohp_db,DB Shoulder Press,double_progression_add_reps,25.0,3,10,8.0,12.0,11,11,7.4,True,False,125.3,56,8.0
U002_2025-10-20,U002,2025-10-20,3,Upper1,lat_pulldown,Lat Pulldown,double_progression_add_reps,70.0,3,10,8.0,12.0,10,11,7.3,True,False,125.3,56,8.0
U002_2025-10-20,U002,2025-10-20,3,Upper1,curl,DB Curl,double_progression_add_reps,15.0,2,12,10.0,15.0,13,14,7.5,True,False,125.3,56,8.0
U002_2025-10-21,U002,2025-10-21,3,Lower1,squat,Back Squat,double_progression_add_reps,65.0,3,8,6.0,10.0,8,9,7.4,True,False,125.6,52,9.0
U002_2025-10-21,U002,2025-10-21,3,Lower1,rdl,Romanian Deadlift,double_progression_add_reps,85.0,3,8,6.0,10.0,7,8,7.5,True,False,125.6,52,9.0
U002_2025-10-21,U002,2025-10-21,3,Lower1,split_squat,DB Bulgarian Split Squat,double_progression_add_reps,20.0,3,10,8.0,12.0,10,11,7.4,True,False,125.6,52,9.0
U002_2025-10-21,U002,2025-10-21,3,Lower1,calf,Standing Calf Raise,double_progression_add_reps,70.0,3,12,10.0,15.0,13,13,7.6,True,False,125.6,52,9.0
U002_2025-10-23,U002,2025-10-23,3,Upper2,incline_db,Incline DB Press,double_progression_add_reps,25.0,3,10,8.0,12.0,11,11,7.3,True,False,125.0,60,11.0
U002_2025-10-23,U002,2025-10-23,3,Upper2,pullup_assist,Assisted Pull-up,double_progression_add_reps,-50.0,3,8,6.0,10.0,10,10,7.3,True,False,125.0,60,11.0
U002_2025-10-23,U002,2025-10-23,3,Upper2,lateral_raise,DB Lateral Raise,double_progression_add_reps,10.0,3,12,10.0,15.0,12,14,7.3,True,False,125.0,60,11.0
U002_2025-10-23,U002,2025-10-23,3,Upper2,triceps,Cable Triceps Pressdown,double_progression_add_reps,30.0,2,12,10.0,15.0,14,14,7.3,True,False,125.0,60,11.0
U002_2025-10-24,U002,2025-10-24,3,Lower2,deadlift,Deadlift,double_progression_add_load,100.0,2,5,4.0,6.0,6,6,7.2,True,False,125.4,61,12.0
U002_2025-10-24,U002,2025-10-24,3,Lower2,leg_press,Leg Press,double_progression_add_reps,140.0,3,12,10.0,15.0,13,14,7.3,True,False,125.4,61,12.0
U002_2025-10-24,U002,2025-10-24,3,Lower2,ham_curl,Leg Curl,double_progression_add_reps,55.0,3,12,10.0,15.0,13,13,7.3,True,False,125.4,61,12.0
U002_2025-10-24,U002,2025-10-24,3,Lower2,core,Dead Bug,repeat_after_failure,0.0,3,10,,,8,12,6.5,False,False,125.4,61,12.0
U002_2025-10-27,U002,2025-10-27,4,Upper1,bench,Barbell Bench Press,double_progression_add_reps,45.0,3,8,6.0,10.0,9,10,7.2,True,False,125.5,57,15.0
U002_2025-10-27,U002,2025-10-27,4,Upper1,row_cable,Seated Cable Row,double_progression_add_reps,60.0,3,10,8.0,12.0,11,12,7.5,True,False,125.5,57,15.0
U002_2025-10-27,U002,2025-10-27,4,Upper1,ohp_db,DB Shoulder Press,double_progression_add_reps,25.0,3,10,8.0,12.0,11,12,7.6,True,False,125.5,57,15.0
U002_2025-10-27,U002,2025-10-27,4,Upper1,lat_pulldown,Lat Pulldown,double_progression_add_reps,70.0,3,10,8.0,12.0,12,12,7.5,True,False,125.5,57,15.0
U002_2025-10-27,U002,2025-10-27,4,Upper1,curl,DB Curl,double_progression_add_reps,15.0,2,12,10.0,15.0,13,14,7.4,True,False,125.5,57,15.0
U002_2025-10-28,U002,2025-10-28,4,Lower1,squat,Back Squat,double_progression_add_reps,65.0,3,8,6.0,10.0,9,10,7.2,True,False,125.6,57,16.0
U002_2025-10-28,U002,2025-10-28,4,Lower1,rdl,Romanian Deadlift,double_progression_add_reps,85.0,3,8,6.0,10.0,10,10,7.2,True,False,125.6,57,16.0
U002_2025-10-28,U002,2025-10-28,4,Lower1,split_squat,DB Bulgarian Split Squat,double_progression_add_reps,20.0,3,10,8.0,12.0,11,12,7.4,True,False,125.6,57,16.0
U002_2025-10-28,U002,2025-10-28,4,Lower1,calf,Standing Calf Raise,double_progression_add_reps,70.0,3,12,10.0,15.0,13,13,7.5,True,False,125.6,57,16.0
U002_2025-10-30,U002,2025-10-30,4,Upper2,incline_db,Incline DB Press,double_progression_add_reps,25.0,3,10,8.0,12.0,10,11,7.5,True,False,126.1,53,18.0
U002_2025-10-30,U002,2025-10-30,4,Upper2,pullup_assist,Assisted Pull-up,double_progression_reduce_assistance,-45.0,3,8,6.0,10.0,9,10,7.6,True,False,126.1,53,18.0
U002_2025-10-30,U002,2025-10-30,4,Upper2,lateral_raise,DB Lateral Raise,double_progression_add_reps,10.0,3,12,10.0,15.0,13,13,7.4,True,False,126.1,53,18.0
U002_2025-10-30,U002,2025-10-30,4,Upper2,triceps,Cable Triceps Pressdown,double_progression_add_reps,30.0,2,12,10.0,15.0,13,14,7.4,True,False,126.1,53,18.0
U002_2025-10-31,U002,2025-10-31,4,Lower2,deadlift,Deadlift,double_progression_add_load,105.0,2,5,4.0,6.0,6,6,7.4,True,False,125.1,55,19.0
U002_2025-10-31,U002,2025-10-31,4,Lower2,leg_press,Leg Press,double_progression_add_reps,140.0,3,12,10.0,15.0,12,14,7.5,True,False,125.1,55,19.0
U002_2025-10-31,U002,2025-10-31,4,Lower2,ham_curl,Leg Curl,double_progression_add_reps,55.0,3,12,10.0,15.0,13,14,7.4,True,False,125.1,55,19.0
U002_2025-10-31,U002,2025-10-31,4,Lower2,core,Dead Bug,repeat_after_failure,0.0,3,10,,,6,14,6.6,False,False,125.1,55,19.0
U002_2025-11-03,U002,2025-11-03,5,Upper1,bench,Barbell Bench Press,double_progression_add_reps,45.0,3,8,6.0,10.0,10,10,7.0,True,False,125.6,63,22.0
U002_2025-11-03,U002,2025-11-03,5,Upper1,row_cable,Seated Cable Row,double_progression_add_reps,60.0,3,10,8.0,12.0,12,12,7.2,True,False,125.6,63,22.0
U002_2025-11-03,U002,2025-11-03,5,Upper1,ohp_db,DB Shoulder Press,double_progression_add_reps,25.0,3,10,8.0,12.0,12,12,7.1,True,False,125.6,63,22.0
U002_2025-11-03,U002,2025-11-03,5,Upper1,lat_pulldown,Lat Pulldown,double_progression_add_load,75.0,3,10,8.0,12.0,12,12,7.1,True,False,125.6,63,22.0
