user_id,date,session_type,lift,sets,target_reps,prescribed_weight_lb,reason_code,body_weight_lb,sleep_hours,hrv_ms,rhr_bpm,soreness
U001,2025-12-15,A,squat,3.0,5.0,195.0,reset_after_break,134.5,6.1,54,60,6
U001,2025-12-17,B,deadlift,3.0,5.0,175.0,reset_after_break,134.9,7.0,56,63,7
U001,2025-12-17,B,ohp,3.0,5.0,77.5,reset_after_break,134.9,7.0,56,63,7
U001,2025-12-19,A,bench,3.0,5.0,110.0,reset_after_break,134.8,6.1,52,59,8
U001,2025-12-19,A,squat,3.0,5.0,180.0,reset_after_break,134.8,6.1,52,59,8
U001,2025-12-22,A,bench,3.0,5.0,115.0,progress,135.7,6.9,57,62,6
U001,2025-12-22,A,squat,3.0,5.0,180.0,hold_due_to_high_rpe,135.7,6.9,57,62,6
U001,2025-12-24,B,deadlift,3.0,5.0,185.0,progress,135.9,7.0,51,62,6
U001,2025-12-24,B,ohp,3.0,5.0,82.5,progress,135.9,7.0,51,62,6
U001,2025-12-26,A,bench,3.0,5.0,110.0,hold_due_to_high_rpe_and_low_readiness,135.9,6.4,48,55,6
U001,2025-12-26,A,squat,3.0,5.0,180.0,progress_and_low_readiness,135.9,6.4,48,55,6
U001,2025-12-29,A,bench,3.0,5.0,95.0,deload_after_plateau_and_low_readiness,135.7,6.9,51,59,7
U001,2025-12-29,A,squat,3.0,5.0,170.0,hold_due_to_high_rpe_and_low_readiness,135.7,6.9,51,59,7
U001,2025-12-31,B,deadlift,3.0,5.0,185.0,hold_due_to_high_rpe,135.9,5.9,55,62,5
U001,2025-12-31,B,ohp,3.0,5.0,82.5,hold_due_to_high_rpe,135.9,5.9,55,62,5
U001,2026-01-02,A,bench,3.0,5.0,85.0,deload_after_plateau,136.6,6.4,59,60,8
U001,2026-01-02,A,squat,3.0,5.0,152.5,deload_after_plateau,136.6,6.4,59,60,8
U001,2026-01-05,A,bench,3.0,5.0,90.0,progress,137.5,6.2,55,73,4
U001,2026-01-05,A,squat,3.0,5.0,152.5,hold_due_to_high_rpe,137.5,6.2,55,73,4
U001,2026-01-07,B,deadlift,3.0,5.0,195.0,progress,137.0,7.1,57,59,9
U001,2026-01-07,B,ohp,3.0,5.0,87.5,progress,137.0,7.1,57,59,9
U001,2026-01-09,A,bench,3.0,5.0,90.0,progress_and_low_readiness,136.4,5.6,46,58,7
U001,2026-01-09,A,squat,3.0,5.0,145.0,hold_due_to_high_rpe_and_low_readiness,136.4,5.6,46,58,7
U001,2026-01-12,A,bench,3.0,5.0,90.0,hold_due_to_high_rpe,137.9,6.6,60,61,8
U001,2026-01-12,A,squat,3.0,5.0,145.0,hold_due_to_high_rpe,137.9,6.6,60,61,8
U001,2026-01-14,B,deadlift,3.0,5.0,195.0,hold_due_to_high_rpe,137.4,5.8,47,61,4
U001,2026-01-14,B,ohp,3.0,5.0,92.5,progress,137.4,5.8,47,61,4
U001,2026-01-16,A,bench,3.0,5.0,90.0,hold_due_to_high_rpe,137.1,7.0,67,59,9
U001,2026-01-16,A,squat,3.0,5.0,145.0,hold_due_to_high_rpe,137.1,7.0,67,59,9
U002,2025-11-17,UpperA,bench,3.0,6.0,97.5,progress_and_low_readiness,165.2,6.3,42,69,7
U002,2025-11-18,LowerA,squat,3.0,6.0,172.5,progress_and_low_readiness,165.6,5.2,48,69,3
U002,2025-11-20,UpperB,ohp,3.0,6.0,65.0,progress_and_low_readiness,164.8,4.5,44,75,5
U002,2025-11-21,LowerB,deadlift,3.0,4.0,200.0,progress_and_low_readiness,165.5,5.2,36,66,7
U002,2025-11-24,UpperA,bench,3.0,6.0,92.5,hold_due_to_high_rpe_and_low_readiness,165.0,5.4,43,76,7
U002,2025-11-25,LowerA,squat,3.0,6.0,165.0,hold_due_to_high_rpe_and_low_readiness,164.9,6.8,42,66,7
U002,2025-11-27,UpperB,ohp,3.0,6.0,62.5,hold_due_to_high_rpe_and_low_readiness,165.2,5.2,39,74,6
U002,2025-11-28,LowerB,deadlift,3.0,4.0,190.0,hold_due_to_high_rpe_and_low_readiness,164.6,6.8,51,72,3
U002,2025-12-01,UpperA,bench,3.0,6.0,87.5,hold_due_to_high_rpe_and_low_readiness,164.5,5.0,39,73,9
U002,2025-12-02,LowerA,squat,3.0,6.0,157.5,hold_due_to_high_rpe_and_low_readiness,164.0,5.7,42,64,9
U002,2025-12-04,UpperB,ohp,3.0,6.0,60.0,hold_due_to_high_rpe_and_low_readiness,164.0,4.7,50,60,9
U002,2025-12-05,LowerB,deadlift,3.0,4.0,162.5,deload_after_plateau_and_low_readiness,164.5,5.5,47,74,7
U002,2025-12-08,UpperA,bench,3.0,6.0,82.5,hold_due_to_high_rpe_and_low_readiness,163.8,5.8,36,69,4
U002,2025-12-09,LowerA,squat,3.0,6.0,135.0,deload_after_plateau_and_low_readiness,163.8,4.5,45,69,6
U002,2025-12-11,UpperB,ohp,3.0,6.0,52.5,deload_after_plateau_and_low_readiness,164.1,6.4,39,71,4
U002,2025-12-12,LowerB,deadlift,3.0,4.0,137.5,deload_after_plateau_and_low_readiness,164.1,4.9,54,70,7
U002,2025-12-15,UpperA,bench,3.0,6.0,75.0,deload,163.8,6.3,56,64,7
U002,2025-12-16,LowerA,squat,3.0,6.0,122.5,deload,163.3,6.3,37,69,7
U002,2025-12-18,UpperB,ohp,3.0,6.0,47.5,deload,163.3,6.2,46,68,8
U002,2025-12-19,LowerB,deadlift,3.0,4.0,125.0,deload,163.9,4.7,35,71,6
U002,2025-12-22,UpperA,bench,3.0,6.0,70.0,hold_due_to_high_rpe_and_low_readiness,163.5,4.8,44,75,5
U002,2025-12-23,LowerA,squat,3.0,6.0,117.5,hold_due_to_high_rpe_and_low_readiness,162.7,5.7,48,63,5
U002,2025-12-25,UpperB,ohp,3.0,6.0,45.0,hold_due_to_high_rpe_and_low_readiness,162.5,4.5,44,71,6
U002,2025-12-26,LowerB,deadlift,3.0,4.0,125.0,hold_due_to_high_rpe,163.4,5.5,50,61,4
U002,2025-12-29,UpperA,bench,3.0,6.0,67.5,hold_due_to_high_rpe_and_low_readiness,162.2,6.1,35,69,6
U002,2025-12-30,LowerA,squat,3.0,6.0,100.0,deload_after_plateau_and_low_readiness,162.1,4.9,38,65,2
U002,2026-01-01,UpperB,ohp,3.0,6.0,42.5,hold_due_to_high_rpe_and_low_readiness,163.2,4.7,36,70,6
U002,2026-01-02,LowerB,deadlift,3.0,4.0,122.5,progress_and_low_readiness,162.9,6.5,50,62,9
U002,2026-01-05,UpperA,bench,3.0,6.0,57.5,deload_after_plateau_and_low_readiness,161.9,6.0,49,67,5
U002,2026-01-06,LowerA,squat,3.0,6.0,85.0,deload_after_plateau_and_low_readiness,162.3,4.6,42,67,4
U002,2026-01-08,UpperB,ohp,3.0,6.0,40.0,hold_due_to_high_rpe_and_low_readiness,162.3,5.9,48,76,9
U002,2026-01-09,LowerB,deadlift,3.0,4.0,105.0,deload_after_plateau_and_low_readiness,161.8,4.6,43,67,3
U002,2026-01-12,UpperA,bench,3.0,6.0,55.0,hold_due_to_high_rpe_and_low_readiness,161.8,5.8,50,80,6
U002,2026-01-13,LowerA,squat,3.0,6.0,72.5,deload_after_plateau_and_low_readiness,161.8,6.0,51,63,8
U002,2026-01-15,UpperB,ohp,3.0,6.0,37.5,hold_due_to_high_rpe_and_low_readiness,162.1,4.7,45,73,3
U002,2026-01-16,LowerB,deadlift,3.0,4.0,100.0,hold_due_to_high_rpe_and_low_readiness,161.8,4.9,37,64,6
U003,2025-11-17,UpperHeavy,bench,3.0,3.0,247.5,progress,198.2,5.8,55,61,9
U003,2025-11-17,UpperHeavy,ohp,3.0,5.0,157.5,progress,198.2,5.8,55,61,9
U003,2025-11-18,LowerHeavy,deadlift,3.0,3.0,375.0,progress,198.0,7.1,61,64,4
U003,2025-11-18,LowerHeavy,squat,3.0,3.0,307.5,progress,198.0,7.1,61,64,4
U003,2025-11-20,UpperVolume,bench,3.0,8.0,235.0,hold_due_to_high_rpe_and_low_readiness,197.8,6.8,48,57,8
U003,2025-11-21,LowerVolume,squat,3.0,6.0,307.5,hold_due_to_high_rpe,198.4,7.0,41,59,2
U003,2025-11-24,UpperHeavy,bench,3.0,3.0,212.5,deload_after_plateau,198.6,6.9,55,59,6
U003,2025-11-24,UpperHeavy,ohp,3.0,5.0,142.5,deload_after_plateau,198.6,6.9,55,59,6
U003,2025-11-25,LowerHeavy,deadlift,3.0,3.0,355.0,hold_due_to_high_rpe_and_low_readiness,198.1,5.8,48,62,8
U003,2025-11-25,LowerHeavy,squat,3.0,3.0,292.5,hold_due_to_high_rpe_and_low_readiness,198.1,5.8,48,62,8
U003,2025-11-27,UpperVolume,bench,3.0,8.0,212.5,hold_due_to_high_rpe,198.1,7.2,57,59,6
U003,2025-11-28,LowerVolume,squat,3.0,6.0,262.5,deload_after_plateau,198.4,6.4,60,60,2
U003,2025-12-01,UpperHeavy,bench,3.0,3.0,215.0,progress,198.4,6.9,60,53,6
U003,2025-12-01,UpperHeavy,ohp,3.0,5.0,142.5,hold_due_to_high_rpe,198.4,6.9,60,53,6
U003,2025-12-02,LowerHeavy,deadlift,3.0,3.0,305.0,deload_after_plateau_and_low_readiness,198.3,6.3,46,53,8
U003,2025-12-02,LowerHeavy,squat,3.0,3.0,250.0,hold_due_to_high_rpe_and_low_readiness,198.3,6.3,46,53,8
U003,2025-12-04,UpperVolume,bench,3.0,8.0,215.0,hold_due_to_high_rpe,197.9,6.1,62,57,7
U003,2025-12-05,LowerVolume,squat,3.0,6.0,225.0,deload_after_plateau,197.7,7.1,50,54,6
U003,2025-12-08,UpperHeavy,bench,3.0,3.0,192.5,deload,198.3,6.3,44,66,8
U003,2025-12-08,UpperHeavy,ohp,3.0,5.0,127.5,deload,198.3,6.3,44,66,8
U003,2025-12-09,LowerHeavy,deadlift,3.0,3.0,275.0,deload,198.4,7.6,40,59,4
U003,2025-12-09,LowerHeavy,squat,3.0,3.0,202.5,deload,198.4,7.6,40,59,4
U003,2025-12-11,UpperVolume,bench,3.0,8.0,172.5,deload,197.5,6.8,53,63,4
U003,2025-12-12,LowerVolume,squat,3.0,6.0,182.5,deload,197.6,5.3,55,63,10
U003,2025-12-15,UpperHeavy,bench,3.0,3.0,155.0,deload_after_plateau,197.6,6.1,50,59,5
U003,2025-12-15,UpperHeavy,ohp,3.0,5.0,115.0,deload_after_plateau,197.6,6.1,50,59,5
U003,2025-12-16,LowerHeavy,deadlift,3.0,3.0,275.0,hold_due_to_high_rpe,197.8,7.3,56,62,8
U003,2025-12-16,LowerHeavy,squat,3.0,3.0,165.0,deload_after_plateau,197.8,7.3,56,62,8
U003,2025-12-18,UpperVolume,bench,3.0,8.0,155.0,hold_due_to_high_rpe,197.9,6.8,61,56,8
U003,2025-12-19,LowerVolume,squat,3.0,6.0,157.5,hold_due_to_high_rpe_and_low_readiness,197.6,6.2,45,57,6
U003,2025-12-22,UpperHeavy,close_grip_bench_due_to_elbow_irritation,3.0,3.0,125.0,deload_after_plateau_and_low_readiness_variation_change,197.6,6.7,48,60,8
U003,2025-12-22,UpperHeavy,ohp,3.0,5.0,97.5,deload_after_plateau_and_low_readiness,197.6,6.7,48,60,8
U003,2025-12-23,LowerHeavy,deadlift,3.0,3.0,260.0,hold_due_to_high_rpe_and_low_readiness,197.9,6.0,51,64,8
U003,2025-12-23,LowerHeavy,squat,3.0,3.0,135.0,deload_after_plateau_and_low_readiness,197.9,6.0,51,64,8
U003,2025-12-25,UpperVolume,close_grip_bench_due_to_elbow_irritation,3.0,8.0,107.5,deload_after_plateau_variation_change,197.6,6.0,57,54,4
U003,2025-12-26,LowerVolume,squat,3.0,6.0,122.5,deload_after_plateau,198.3,5.5,56,59,4
U003,2025-12-29,UpperHeavy,close_grip_bench_due_to_elbow_irritation,3.0,3.0,92.5,deload_after_plateau_variation_change,198.5,5.9,48,58,5
U003,2025-12-29,UpperHeavy,ohp,3.0,5.0,87.5,deload_after_plateau,198.5,5.9,48,58,5
U003,2025-12-30,LowerHeavy,deadlift,3.0,3.0,222.5,deload_after_plateau_and_low_readiness,197.6,6.8,51,62,8
U003,2025-12-30,LowerHeavy,squat,3.0,3.0,117.5,hold_due_to_high_rpe_and_low_readiness,197.6,6.8,51,62,8
U003,2026-01-01,UpperVolume,close_grip_bench_due_to_elbow_irritation,3.0,8.0,77.5,deload_after_plateau_variation_change,197.4,5.4,60,60,9
U003,2026-01-02,LowerVolume,squat,3.0,6.0,100.0,deload_after_plateau_and_low_readiness,198.2,6.4,47,58,6
U003,2026-01-05,UpperHeavy,close_grip_bench_due_to_elbow_irritation,3.0,3.0,67.5,deload_variation_change,198.2,5.8,55,58,8
U003,2026-01-05,UpperHeavy,ohp,3.0,5.0,80.0,deload,198.2,5.8,55,58,8
U003,2026-01-06,LowerHeavy,deadlift,3.0,3.0,200.0,deload,198.6,6.9,53,59,8
U003,2026-01-06,LowerHeavy,squat,3.0,3.0,90.0,deload,198.6,6.9,53,59,8
U003,2026-01-08,UpperVolume,close_grip_bench_due_to_elbow_irritation,3.0,8.0,57.5,deload_variation_change,197.9,5.4,52,61,5
U003,2026-01-09,LowerVolume,squat,3.0,6.0,80.0,deload,198.5,6.6,51,63,5
U003,2026-01-12,UpperHeavy,close_grip_bench_due_to_elbow_irritation,3.0,3.0,50.0,deload_after_plateau_variation_change,198.1,5.9,58,48,5
U003,2026-01-12,UpperHeavy,ohp,3.0,5.0,80.0,hold_due_to_high_rpe,198.1,5.9,58,48,5
U003,2026-01-13,LowerHeavy,deadlift,3.0,3.0,200.0,hold_due_to_high_rpe,197.5,6.9,55,60,3
U003,2026-01-13,LowerHeavy,squat,3.0,3.0,72.5,deload_after_plateau,197.5,6.9,55,60,3
U003,2026-01-15,UpperVolume,close_grip_bench_due_to_elbow_irritation,3.0,8.0,42.5,deload_after_plateau_variation_change,198.3,7.3,52,62,7
U003,2026-01-16,LowerVolume,squat,3.0,6.0,72.5,hold_due_to_high_rpe,197.4,5.8,55,61,3
U004,2025-11-17,A,bench,3.0,5.0,115.0,progress_and_low_readiness,239.9,5.2,37,78,4
U004,2025-11-17,A,squat,3.0,5.0,135.0,progress_and_low_readiness,239.9,5.2,37,78,4
U004,2025-11-19,B,deadlift,3.0,5.0,165.0,progress_and_low_readiness,239.5,6.0,30,80,6
U004,2025-11-19,B,ohp,3.0,5.0,70.0,progress_and_low_readiness,239.5,6.0,30,80,6
U004,2025-11-21,A,bench,3.0,5.0,110.0,hold_due_to_high_rpe_and_low_readiness,240.2,7.1,34,78,8
U004,2025-11-21,A,squat,3.0,5.0,117.5,deload_after_plateau_and_low_readiness,240.2,7.1,34,78,8
U004,2025-11-24,A,bench,3.0,5.0,105.0,hold_due_to_high_rpe_and_low_readiness,239.2,6.5,44,84,4
U004,2025-11-24,A,squat,3.0,5.0,100.0,deload_after_plateau_and_low_readiness,239.2,6.5,44,84,4
U004,2025-11-26,B,deadlift,3.0,5.0,157.5,hold_due_to_high_rpe_and_low_readiness,239.9,5.5,45,83,8
U004,2025-11-26,B,ohp,3.0,5.0,60.0,deload_after_plateau_and_low_readiness,239.9,5.5,45,83,8
U004,2025-11-28,A,bench,3.0,5.0,100.0,hold_due_to_high_rpe_and_low_readiness,239.7,6.7,43,72,8
U004,2025-11-28,A,squat,3.0,5.0,85.0,deload_after_plateau_and_low_readiness,239.7,6.7,43,72,8
U004,2025-12-01,A,bench,3.0,5.0,90.0,deload,239.1,5.2,42,79,9
U004,2025-12-01,A,squat,3.0,5.0,77.5,deload,239.1,5.2,42,79,9
U004,2025-12-03,B,deadlift,3.0,5.0,142.5,deload,239.7,5.3,44,82,8
U004,2025-12-03,B,ohp,3.0,5.0,55.0,deload,239.7,5.3,44,82,8
U004,2025-12-05,A,bench,3.0,5.0,80.0,deload,240.2,6.0,32,77,6
U004,2025-12-05,A,squat,3.0,5.0,70.0,deload,240.2,6.0,32,77,6
U004,2025-12-08,A,bench,3.0,5.0,75.0,hold_due_to_high_rpe_and_low_readiness,239.0,5.5,45,75,4
U004,2025-12-08,A,leg_press_instead_of_squat,3.0,5.0,122.5,hold_due_to_high_rpe_and_low_readiness,239.0,5.5,45,75,4
U004,2025-12-10,B,deadlift,3.0,5.0,120.0,deload_after_plateau_and_low_readiness,239.8,5.2,39,71,7
U004,2025-12-10,B,ohp,3.0,5.0,47.5,deload_after_plateau_and_low_readiness,239.8,5.2,39,71,7
U004,2025-12-12,A,bench,3.0,5.0,70.0,hold_due_to_high_rpe_and_low_readiness,240.0,4.7,31,80,8
U004,2025-12-12,A,leg_press_instead_of_squat,3.0,5.0,102.5,deload_after_plateau_and_low_readiness,240.0,4.7,31,80,8
U004,2025-12-15,A,bench,3.0,5.0,60.0,deload_after_plateau_and_low_readiness,239.4,4.8,36,76,9
U004,2025-12-15,A,leg_press_instead_of_squat,3.0,5.0,100.0,hold_due_to_high_rpe_and_low_readiness,239.4,4.8,36,76,9
U004,2025-12-17,B,deadlift,3.0,5.0,102.5,deload_after_plateau_and_low_readiness,239.8,6.4,30,85,6
U004,2025-12-17,B,ohp,3.0,5.0,45.0,hold_due_to_high_rpe_and_low_readiness,239.8,6.4,30,85,6
U004,2025-12-19,A,bench,3.0,5.0,57.5,hold_due_to_high_rpe_and_low_readiness,239.5,5.2,31,75,9
U004,2025-12-19,A,leg_press_instead_of_squat,3.0,5.0,85.0,deload_after_plateau_and_low_readiness,239.5,5.2,31,75,9
U004,2025-12-22,A,bench,3.0,5.0,55.0,hold_due_to_high_rpe_and_low_readiness,238.5,5.6,31,77,7
U004,2025-12-22,A,leg_press_instead_of_squat,3.0,5.0,72.5,deload_after_plateau_and_low_readiness,238.5,5.6,31,77,7
U004,2025-12-24,B,deadlift,3.0,5.0,87.5,deload_after_plateau_and_low_readiness,239.2,5.1,30,81,2
U004,2025-12-24,B,ohp,3.0,5.0,42.5,hold_due_to_high_rpe_and_low_readiness,239.2,5.1,30,81,2
U004,2025-12-26,A,bench,3.0,5.0,47.5,deload_after_plateau_and_low_readiness,239.1,6.9,34,79,10
U004,2025-12-26,A,leg_press_instead_of_squat,3.0,5.0,57.5,deload_after_plateau_and_low_readiness,239.1,6.9,34,79,10
U004,2025-12-29,A,bench,3.0,5.0,45.0,hold_due_to_high_rpe_and_low_readiness,238.6,5.3,46,85,8
U004,2025-12-29,A,leg_press_instead_of_squat,3.0,5.0,50.0,deload_after_plateau_and_low_readiness,238.6,5.3,46,85,8
U004,2025-12-31,B,deadlift,3.0,5.0,75.0,deload_after_plateau_and_low_readiness,239.2,4.5,30,77,6
U004,2025-12-31,B,ohp,3.0,5.0,40.0,hold_due_to_high_rpe_and_low_readiness,239.2,4.5,30,77,6
U004,2026-01-02,A,bench,3.0,5.0,42.5,hold_due_to_high_rpe_and_low_readiness,239.0,5.8,46,76,5
U004,2026-01-02,A,leg_press_instead_of_squat,3.0,5.0,45.0,deload_after_plateau_and_low_readiness,239.0,5.8,46,76,5
U004,2026-01-05,A,bench,3.0,5.0,40.0,hold_due_to_high_rpe_and_low_readiness,238.0,5.4,45,77,8
U004,2026-01-05,A,leg_press_instead_of_squat,3.0,5.0,40.0,deload_after_plateau_and_low_readiness,238.0,5.4,45,77,8
U004,2026-01-07,B,deadlift,3.0,5.0,70.0,hold_due_to_high_rpe_and_low_readiness,238.0,5.5,47,71,5
U004,2026-01-07,B,ohp,3.0,5.0,32.5,deload_after_plateau_and_low_readiness,238.0,5.5,47,71,5
U004,2026-01-09,A,bench,3.0,5.0,37.5,hold_due_to_high_rpe_and_low_readiness,238.4,6.1,36,76,8
U004,2026-01-09,A,leg_press_instead_of_squat,3.0,5.0,35.0,deload_after_plateau_and_low_readiness,238.4,6.1,36,76,8
U004,2026-01-12,A,bench,3.0,5.0,35.0,hold_due_to_high_rpe_and_low_readiness,238.2,5.3,30,82,6
U004,2026-01-12,A,leg_press_instead_of_squat,3.0,5.0,32.5,deload_after_plateau_and_low_readiness,238.2,5.3,30,82,6
U004,2026-01-14,B,deadlift,3.0,5.0,67.5,hold_due_to_high_rpe_and_low_readiness,238.0,6.3,34,77,4
U004,2026-01-14,B,ohp,3.0,5.0,27.5,deload_after_plateau_and_low_readiness,238.0,6.3,34,77,4
U004,2026-01-16,A,bench,3.0,5.0,32.5,hold_due_to_high_rpe_and_low_readiness,238.7,5.4,36,78,7
U004,2026-01-16,A,leg_press_instead_of_squat,3.0,5.0,27.5,deload_after_plateau_and_low_readiness,238.7,5.4,36,78,7
